Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) 
 01/12  13:00:00,10.1,1.5166666667,198.3333333333,27.5984517796,27.5984517796,27.5984517796
 01/12  14:00:00,9.9,3.1833333333,340,28.3471541737,28.3471541737,28.3471541737
 01/12  15:00:00,11.675,4.5333333333,299.1666666667,28.8779077943,28.8779077943,28.8779077943
 01/12  16:00:00,12.0166666667,7.5916666667,264.1666666667,26.5967967235,26.5967967235,26.5967967235
 01/12  17:00:00,10.4583333333,9.5916666667,260,24.3215230334,24.3215230334,24.3215230334
 01/12  18:00:00,9.65,8.575,260,23.4701458411,23.4701458411,23.4701458411
 01/12  19:00:00,9.4,6.5333333333,265.8333333333,23.0227784008,23.0227784008,23.0227784008
 01/12  20:00:00,9.4,5.7,258.3333333333,22.6937576564,22.6937576564,22.6937576564
 01/12  21:00:00,9.4,5.9916666667,261.6666666667,22.4090646247,22.4090646247,22.4090646247
 01/12  22:00:00,9.75,5.6166666667,264.1666666667,22.1739278343,22.1739278343,22.1739278343
 01/12  23:00:00,10,4.2666666667,254.1666666667,21.9753338001,21.9753338001,21.9753338001
 01/12  24:00:00,10,3.3083333333,244.1666666667,21.7746954457,21.7746954457,21.7746954457
 01/13  01:00:00,9.65,4.6166666667,240,21.5809399132,21.5809399132,21.5809399132
 01/13  02:00:00,9.4,5.9916666667,257.5,21.3884018141,21.3884018141,21.3884018141
 01/13  03:00:00,9.4,5.2666666667,275.8333333333,21.2195230518,21.2195230518,21.2195230518
 01/13  04:00:00,9.4,3.725,274.1666666667,21.0637806671,21.0637806671,21.0637806671
 01/13  05:00:00,9.75,2.5166666667,264.1666666667,20.9281309487,20.9281309487,20.9281309487
 01/13  06:00:00,9.65,2.975,125.8333333333,20.7910519522,20.7910519522,20.7910519522
 01/13  07:00:00,9.4,3.6,24.1666666667,20.6255361559,20.6255361559,20.6255361559
 01/13  08:00:00,9.4,3.8916666667,189.1666666667,20.5051874769,20.5051874769,20.5051874769
 01/13  09:00:00,9.4,3.225,339.1666666667,20.6151452374,20.6151452374,20.6151452374
 01/13  10:00:00,9.1083333333,2.3083333333,167.5,20.7890783572,20.7890783572,20.7890783572
 01/13  11:00:00,10.1833333333,2.3916666667,30,21.0629850709,21.0629850709,21.0629850709
 01/13  12:00:00,11.45,2.8916666667,222.5,22.3464170111,22.3464170111,22.3464170111
 01/13  13:00:00,11.875,2.1666666667,360,24.5510810506,24.5510810506,24.5510810506
 01/13  14:00:00,11.475,0.625,150,26.0454951828,26.0454951828,26.0454951828
 01/13  15:00:00,11.1,1.8083333333,17.5,26.7984553379,26.7984553379,26.7984553379
 01/13  16:00:00,10.4583333333,2.5166666667,199.1666666667,27.4304083795,27.4304083795,27.4304083795
 01/13  17:00:00,10,4.7833333333,290.8333333333,24.8492398517,24.8492398517,24.8492398517
 01/13  18:00:00,10,6.4083333333,264.1666666667,23.0099993743,23.0099993743,23.0099993743
 01/13  19:00:00,10,6.2,260,22.4941326133,22.4941326133,22.4941326133
 01/13  20:00:00,9.65,5.9083333333,260,22.1381288424,22.1381288424,22.1381288424
 01/13  21:00:00,9.1083333333,3.25,283.3333333333,21.8247962906,21.8247962906,21.8247962906
 01/13  22:00:00,8.55,0.625,125,21.5451242193,21.5451242193,21.5451242193
 01/13  23:00:00,8.0083333333,0,0,21.2848127354,21.2848127354,21.2848127354
 01/13  24:00:00,8.0916666667,2.3916666667,163.3333333333,21.0593207672,21.0593207672,21.0593207672
 01/14  01:00:00,8.0083333333,3.8083333333,274.1666666667,20.8671595892,20.8671595892,20.8671595892
 01/14  02:00:00,8.4416666667,2.375,322.5,20.7017124377,20.7017124377,20.7017124377
 01/14  03:00:00,8.2583333333,1.85,237.5,20.553495994,20.553495994,20.553495994
 01/14  04:00:00,8.0916666667,0.875,62.5,20.377457007,20.377457007,20.377457007
 01/14  05:00:00,8.65,0.875,5.8333333333,20.2631434194,20.2631434194,20.2631434194
 01/14  06:00:00,8.2583333333,2.1416666667,214.1666666667,20.1092521171,20.1092521171,20.1092521171
 01/14  07:00:00,7.45,2.6,360,19.9078929691,19.9078929691,19.9078929691
 01/14  08:00:00,7.2,2.3083333333,167.5,19.801157201,19.801157201,19.801157201
 01/14  09:00:00,6.9083333333,1.75,53.3333333333,20.0489710665,20.0489710665,20.0489710665
 01/14  10:00:00,6.9916666667,0.625,29.1666666667,20.5879600521,20.5879600521,20.5879600521
 01/14  11:00:00,7.55,0.875,17.5,21.6010340932,21.6010340932,21.6010340932
 01/14  12:00:00,8.7333333333,2.4333333333,222.5,23.0178946975,23.0178946975,23.0178946975
 01/14  13:00:00,10.3916666667,1.2916666667,150,23.9477942379,23.9477942379,23.9477942379
 01/14  14:00:00,10.8083333333,2.1,11.6666666667,25.2207292266,25.2207292266,25.2207292266
 01/14  15:00:00,10.6,2.725,20,24.6299375129,24.6299375129,24.6299375129
 01/14  16:00:00,10.8916666667,2.3916666667,212.5,25.698450868,25.698450868,25.698450868
 01/14  17:00:00,11.7416666667,3.1833333333,338.3333333333,23.9258570418,23.9258570418,23.9258570418
 01/14  18:00:00,11.9083333333,1.5,137.5,22.3365686197,22.3365686197,22.3365686197
 01/14  19:00:00,11.35,0.875,23.3333333333,21.8693632448,21.8693632448,21.8693632448
 01/14  20:00:00,10.8083333333,2.1416666667,226.6666666667,21.5560993345,21.5560993345,21.5560993345
 01/14  21:00:00,10.8916666667,1.0833333333,150,21.3097789557,21.3097789557,21.3097789557
 01/14  22:00:00,11.45,1.5166666667,198.3333333333,21.1541573057,21.1541573057,21.1541573057
 01/14  23:00:00,11.7,1.0833333333,141.6666666667,21.0037301523,21.0037301523,21.0037301523
 01/14  24:00:00,11.0583333333,1.225,87.5,20.8293554627,20.8293554627,20.8293554627
 01/15  01:00:00,10.25,1.75,126.6666666667,20.5226556632,20.5226556632,20.5226556632
 01/15  02:00:00,10,1.85,92.5,20.319283352,20.319283352,20.319283352
 01/15  03:00:00,9.65,0.875,33.3333333333,20.2301816405,20.2301816405,20.2301816405
 01/15  04:00:00,9.1083333333,0.875,81.6666666667,20.073390833,20.073390833,20.073390833
 01/15  05:00:00,9.1916666667,0.625,58.3333333333,19.9234414602,19.9234414602,19.9234414602
 01/15  06:00:00,9.75,0,0,19.816967973,19.816967973,19.816967973
 01/15  07:00:00,10,0,0,19.7154870451,19.7154870451,19.7154870451
 01/15  08:00:00,9.65,0.875,17.5,19.6451987442,19.6451987442,19.6451987442
 01/15  09:00:00,9.75,2.4333333333,82.5,19.9351386105,19.9351386105,19.9351386105
 01/15  10:00:00,10,3.975,102.5,21.5624975242,21.5624975242,21.5624975242
 01/15  11:00:00,10.9916666667,1.9166666667,37.5,21.2454384422,21.2454384422,21.2454384422
 01/15  12:00:00,11.7,1.5166666667,186.6666666667,21.5638411215,21.5638411215,21.5638411215
 01/15  13:00:00,11.35,2.6,150.8333333333,21.8360642405,21.8360642405,21.8360642405
 01/15  14:00:00,11.45,1.9583333333,59.1666666667,22.5129426927,22.5129426927,22.5129426927
 01/15  15:00:00,12.6333333333,0.625,33.3333333333,22.2378136972,22.2378136972,22.2378136972
 01/15  16:00:00,13.0083333333,0,0,21.6520779287,21.6520779287,21.6520779287
 01/15  17:00:00,12.8,1.8083333333,163.3333333333,20.9124622587,20.9124622587,20.9124622587
 01/15  18:00:00,12.1583333333,2.5166666667,303.3333333333,20.4973721042,20.4973721042,20.4973721042
 01/15  19:00:00,12.6333333333,2.6833333333,255.8333333333,20.3207352984,20.3207352984,20.3207352984
 01/15  20:00:00,13.3,3.1,192.5,20.2459087797,20.2459087797,20.2459087797
 01/15  21:00:00,12.6583333333,2.8083333333,150.8333333333,20.1098527288,20.1098527288,20.1098527288
 01/15  22:00:00,13.1916666667,6.2166666667,182.5,19.9477420097,19.9477420097,19.9477420097
 01/15  23:00:00,13.9,8.8,231.6666666667,19.8485482001,19.8485482001,19.8485482001
 01/15  24:00:00,13.9,6.9916666667,234.1666666667,19.7524000389,19.7524000389,19.7524000389
 01/16  01:00:00,13.55,5.4083333333,235.8333333333,19.7162021251,19.7162021251,19.7162021251
 01/16  02:00:00,13.3,5.4916666667,234.1666666667,19.6220457716,19.6220457716,19.6220457716
 01/16  03:00:00,13.0083333333,5.4083333333,241.6666666667,19.5242737381,19.5242737381,19.5242737381
 01/16  04:00:00,12.8,4.2666666667,250,19.4217336177,19.4217336177,19.4217336177
 01/16  05:00:00,12.45,2.725,244.1666666667,19.3230080381,19.3230080381,19.3230080381
 01/16  06:00:00,12.2,1.75,222.5,19.2164726037,19.2164726037,19.2164726037
 01/16  07:00:00,12.2,2.1416666667,233.3333333333,19.1224964194,19.1224964194,19.1224964194
 01/16  08:00:00,12.2,2.6,244.1666666667,19.0538779907,19.0538779907,19.0538779907
 01/16  09:00:00,12.2,2.6,245.8333333333,19.3039936454,19.3039936454,19.3039936454
 01/16  10:00:00,12.2,3.1833333333,273.3333333333,20.3910935915,20.3910935915,20.3910935915
 01/16  11:00:00,13.1916666667,2.725,266.6666666667,21.3299368718,21.3299368718,21.3299368718
 01/16  12:00:00,14.1916666667,2.975,255.8333333333,21.3616028528,21.3616028528,21.3616028528
 01/16  13:00:00,14.4,4.1833333333,254.1666666667,20.9784920588,20.9784920588,20.9784920588
 01/16  14:00:00,13.7583333333,4.95,267.5,20.5600892297,20.5600892297,20.5600892297
 01/16  15:00:00,13.0083333333,4.5583333333,274.1666666667,20.3336893118,20.3336893118,20.3336893118
 01/16  16:00:00,12.45,3.8083333333,287.5,20.4310285841,20.4310285841,20.4310285841
 01/16  17:00:00,12.2,4.825,276.6666666667,19.9252534163,19.9252534163,19.9252534163
 01/16  18:00:00,11.9083333333,4.1833333333,260,19.557356396,19.557356396,19.557356396
 01/16  19:00:00,11.35,1.2916666667,108.3333333333,19.3776325008,19.3776325008,19.3776325008
 01/16  20:00:00,10.8083333333,1.8083333333,17.5,19.2182665556,19.2182665556,19.2182665556
 01/16  21:00:00,10.8916666667,2.5166666667,105.8333333333,19.0832582641,19.0832582641,19.0832582641
 01/16  22:00:00,11.45,1.75,154.1666666667,19.001667254,19.001667254,19.001667254
 01/16  23:00:00,11.35,0.625,62.5,18.908025985,18.908025985,18.908025985
 01/16  24:00:00,11.1,0,0,18.789637844,18.789637844,18.789637844
 01/17  01:00:00,11.1,0,0,18.6980951364,18.6980951364,18.6980951364
 01/17  02:00:00,10.8083333333,1.8083333333,52.5,18.5898570559,18.5898570559,18.5898570559
 01/17  03:00:00,10.6,2.5166666667,107.5,18.4716592682,18.4716592682,18.4716592682
 01/17  04:00:00,10.6,1.75,96.6666666667,18.3754492725,18.3754492725,18.3754492725
 01/17  05:00:00,11.2416666667,3.0166666667,132.5,18.3058975556,18.3058975556,18.3058975556
 01/17  06:00:00,11.35,1.7083333333,70.8333333333,18.246233811,18.246233811,18.246233811
 01/17  07:00:00,11.45,2.3916666667,58.3333333333,18.1575197672,18.1575197672,18.1575197672
 01/17  08:00:00,11.35,3.8083333333,94.1666666667,18.1236073015,18.1236073015,18.1236073015
 01/17  09:00:00,11.7416666667,3.6,113.3333333333,18.4745455554,18.4745455554,18.4745455554
 01/17  10:00:00,13.1916666667,3.0166666667,141.6666666667,18.8488040469,18.8488040469,18.8488040469
 01/17  11:00:00,14.1916666667,3.475,155.8333333333,19.2878601259,19.2878601259,19.2878601259
 01/17  12:00:00,14.4,4.1,160,20.3157109842,20.3157109842,20.3157109842
 01/17  13:00:00,14.4,4.3916666667,171.6666666667,20.2475369656,20.2475369656,20.2475369656
 01/17  14:00:00,14.4,4.6,180,19.9689496426,19.9689496426,19.9689496426
 01/17  15:00:00,14.1083333333,5.825,174.1666666667,20.053173203,20.053173203,20.053173203
 01/17  16:00:00,13.9,6.1166666667,187.5,20.1602140901,20.1602140901,20.1602140901
 01/17  17:00:00,13.55,3.8916666667,159.1666666667,19.4510372471,19.4510372471,19.4510372471
 01/17  18:00:00,13.0083333333,3.475,135.8333333333,18.9862305014,18.9862305014,18.9862305014
 01/17  19:00:00,12.8,5.0333333333,157.5,18.8085405278,18.8085405278,18.8085405278
 01/17  20:00:00,12.45,6.2833333333,158.3333333333,18.6771236921,18.6771236921,18.6771236921
 01/17  21:00:00,12.55,7.575,144.1666666667,18.5639991208,18.5639991208,18.5639991208
 01/17  22:00:00,12.8,6.7416666667,140,18.4907855404,18.4907855404,18.4907855404
 01/17  23:00:00,12.8,5.9916666667,134.1666666667,18.410458725,18.410458725,18.410458725
 01/17  24:00:00,12.8,6.2,147.5,18.3316783078,18.3316783078,18.3316783078
 01/18  01:00:00,12.8,5.6166666667,148.3333333333,18.2571395385,18.2571395385,18.2571395385
 01/18  02:00:00,12.8,5.4916666667,145.8333333333,18.1862640351,18.1862640351,18.1862640351
 01/18  03:00:00,13.0916666667,5.0583333333,155.8333333333,18.1288173893,18.1288173893,18.1288173893
 01/18  04:00:00,13.3,4.3083333333,160,18.0838859521,18.0838859521,18.0838859521
 01/18  05:00:00,13.3,3.8083333333,154.1666666667,18.0262098548,18.0262098548,18.0262098548
 01/18  06:00:00,13.3,2.375,132.5,17.968461506,17.968461506,17.968461506
 01/18  07:00:00,12.6583333333,1.85,96.6666666667,17.8855619702,17.8855619702,17.8855619702
 01/18  08:00:00,12.55,1.75,173.3333333333,17.7779530827,17.7779530827,17.7779530827
 01/18  09:00:00,12.8,2.1416666667,181.6666666667,17.8146227909,17.8146227909,17.8146227909
 01/18  10:00:00,12.8,2.3083333333,145.8333333333,17.9335452616,17.9335452616,17.9335452616
 01/18  11:00:00,13.0916666667,2.975,126.6666666667,18.1019875214,18.1019875214,18.1019875214
 01/18  12:00:00,13.0083333333,3.8916666667,104.1666666667,18.4617364184,18.4617364184,18.4617364184
 01/18  13:00:00,12.1583333333,3.5166666667,94.1666666667,19.6853019425,19.6853019425,19.6853019425
 01/18  14:00:00,11.9916666667,3.6833333333,90,19.4698002561,19.4698002561,19.4698002561
 01/18  15:00:00,12.55,3.225,90,19.4567686469,19.4567686469,19.4567686469
 01/18  16:00:00,13.0916666667,1.9583333333,165.8333333333,20.9355264818,20.9355264818,20.9355264818
 01/18  17:00:00,12.3666666667,1.85,97.5,19.7422887693,19.7422887693,19.7422887693
 01/18  18:00:00,11.7,0.875,4.1666666667,18.7066241461,18.7066241461,18.7066241461
 01/18  19:00:00,11.7,1.5166666667,52.5,18.4377660637,18.4377660637,18.4377660637
 01/18  20:00:00,11.9916666667,2.6,101.6666666667,18.2827886133,18.2827886133,18.2827886133
 01/18  21:00:00,12.2,1.9583333333,110,18.173247316,18.173247316,18.173247316
 01/18  22:00:00,12.55,1.5,127.5,18.0821714624,18.0821714624,18.0821714624
 01/18  23:00:00,13.0916666667,3.3083333333,157.5,18.0209235809,18.0209235809,18.0209235809
 01/18  24:00:00,13.0083333333,3.1416666667,175.8333333333,17.9493084185,17.9493084185,17.9493084185
 01/19  01:00:00,12.8,2.6833333333,174.1666666667,17.8596795986,17.8596795986,17.8596795986
 01/19  02:00:00,12.45,4.325,146.6666666667,17.7712322585,17.7712322585,17.7712322585
 01/19  03:00:00,12.8416666667,4.2666666667,141.6666666667,17.7035473274,17.7035473274,17.7035473274
 01/19  04:00:00,13.3,3.6,144.1666666667,17.6786268099,17.6786268099,17.6786268099
 01/19  05:00:00,13.3,3.0166666667,163.3333333333,17.6191334135,17.6191334135,17.6191334135
 01/19  06:00:00,13.0083333333,3.1833333333,156.6666666667,17.5401307845,17.5401307845,17.5401307845
 01/19  07:00:00,12.45,3.6,145.8333333333,17.4507711415,17.4507711415,17.4507711415
 01/19  08:00:00,12.2,1.5,62.5,17.3785054626,17.3785054626,17.3785054626
 01/19  09:00:00,11.9083333333,0,0,17.4724115682,17.4724115682,17.4724115682
 01/19  10:00:00,12.9833333333,1.5166666667,93.3333333333,18.0232257297,18.0232257297,18.0232257297
 01/19  11:00:00,14.1916666667,4.7,154.1666666667,18.5828399814,18.5828399814,18.5828399814
 01/19  12:00:00,13.7583333333,4.3916666667,103.3333333333,19.0416640669,19.0416640669,19.0416640669
 01/19  13:00:00,15.2833333333,4.6166666667,134.1666666667,19.1748065555,19.1748065555,19.1748065555
 01/19  14:00:00,16.0583333333,5.7,185.8333333333,18.9837644867,18.9837644867,18.9837644867
 01/19  15:00:00,14.9,5.4083333333,172.5,19.2076662585,19.2076662585,19.2076662585
 01/19  16:00:00,14.1083333333,4.5583333333,160,18.8118092368,18.8118092368,18.8118092368
 01/19  17:00:00,14.1916666667,5.9083333333,160,18.3138877349,18.3138877349,18.3138877349
 01/19  18:00:00,14.1083333333,6.9083333333,154.1666666667,18.1168658222,18.1168658222,18.1168658222
 01/19  19:00:00,13.55,5.475,155.8333333333,17.9339315258,17.9339315258,17.9339315258
 01/19  20:00:00,12.6583333333,4.3083333333,113.3333333333,17.8087532168,17.8087532168,17.8087532168
 01/19  21:00:00,12.8416666667,6.2,150,17.7241187509,17.7241187509,17.7241187509
 01/19  22:00:00,13.65,6.825,205.8333333333,17.6835428565,17.6835428565,17.6835428565
 01/19  23:00:00,13.9,6.7833333333,210,17.6259332037,17.6259332037,17.6259332037
 01/19  24:00:00,13.55,6.325,198.3333333333,17.6002177878,17.6002177878,17.6002177878
 01/20  01:00:00,13.65,5.7,195.8333333333,17.5473769777,17.5473769777,17.5473769777
 01/20  02:00:00,13.9,7.1583333333,194.1666666667,17.5183288177,17.5183288177,17.5183288177
 01/20  03:00:00,13.55,7.6166666667,201.6666666667,17.4608005658,17.4608005658,17.4608005658
 01/20  04:00:00,13.3,7.7833333333,227.5,17.384371384,17.384371384,17.384371384
 01/20  05:00:00,13.3,8.55,234.1666666667,17.3226279484,17.3226279484,17.3226279484
 01/20  06:00:00,13.3,7.575,224.1666666667,17.2747199436,17.2747199436,17.2747199436
 01/20  07:00:00,13.3,6.1166666667,220,17.2318148521,17.2318148521,17.2318148521
 01/20  08:00:00,13.0083333333,4.1833333333,179.1666666667,17.185809819,17.185809819,17.185809819
 01/20  09:00:00,13.0916666667,3.6833333333,185,17.2610807084,17.2610807084,17.2610807084
 01/20  10:00:00,13.3,5.0333333333,192.5,17.42392419,17.42392419,17.42392419
 01/20  11:00:00,13.65,5.4083333333,185.8333333333,17.607180077,17.607180077,17.607180077
 01/20  12:00:00,13.2583333333,6.6583333333,190,17.7397886438,17.7397886438,17.7397886438
 01/20  13:00:00,13.0916666667,7.1166666667,184.1666666667,17.7987295986,17.7987295986,17.7987295986
 01/20  14:00:00,12.6583333333,9.3833333333,180,17.8092467465,17.8092467465,17.8092467465
 01/20  15:00:00,12.2,11.0083333333,185.8333333333,17.8055815223,17.8055815223,17.8055815223
 01/20  16:00:00,12.8416666667,8.4083333333,195.8333333333,18.0009824999,18.0009824999,18.0009824999
 01/20  17:00:00,13.3,6.1166666667,229.1666666667,17.6135878478,17.6135878478,17.6135878478
 01/20  18:00:00,13.0083333333,6.2833333333,250,17.3039035396,17.3039035396,17.3039035396
 01/20  19:00:00,12.8,6.9916666667,244.1666666667,17.1794634041,17.1794634041,17.1794634041
 01/20  20:00:00,12.8,7.4916666667,240,17.0996082558,17.0996082558,17.0996082558
 01/20  21:00:00,12.45,7.4083333333,245.8333333333,17.0208653527,17.0208653527,17.0208653527
 01/20  22:00:00,12.2,7.2,244.1666666667,16.9330137311,16.9330137311,16.9330137311
 01/20  23:00:00,12.2,7.7833333333,240,16.8641546805,16.8641546805,16.8641546805
 01/20  24:00:00,12.2,7.9083333333,240,16.8071421233,16.8071421233,16.8071421233
 01/21  01:00:00,11.9083333333,7.1166666667,240,16.7423582842,16.7423582842,16.7423582842
 01/21  02:00:00,11.7,6.9916666667,245.8333333333,16.6707915136,16.6707915136,16.6707915136
 01/21  03:00:00,11.7,7.2,250,16.6002743156,16.6002743156,16.6002743156
 01/21  04:00:00,11.35,6.0333333333,250,16.5263885485,16.5263885485,16.5263885485
 01/21  05:00:00,11.1,4.85,250,16.4347845663,16.4347845663,16.4347845663
 01/21  06:00:00,10.8083333333,3.725,290.8333333333,16.3560774406,16.3560774406,16.3560774406
 01/21  07:00:00,10.25,2.1666666667,325.8333333333,16.2607835709,16.2607835709,16.2607835709
 01/21  08:00:00,10,2.1416666667,260,16.3219424929,16.3219424929,16.3219424929
 01/21  09:00:00,10.6416666667,2.3083333333,204.1666666667,17.4657623539,17.4657623539,17.4657623539
 01/21  10:00:00,11.7416666667,1.75,211.6666666667,18.6770240124,18.6770240124,18.6770240124
 01/21  11:00:00,12.55,1.5,237.5,18.9224435935,18.9224435935,18.9224435935
 01/21  12:00:00,12.8,3.3083333333,261.6666666667,20.2469610124,20.2469610124,20.2469610124
 01/21  13:00:00,13.0916666667,5.2416666667,264.1666666667,20.7784204608,20.7784204608,20.7784204608
 01/21  14:00:00,13.3,5.4083333333,254.1666666667,22.332418237,22.332418237,22.332418237
 01/21  15:00:00,13.3,5.4916666667,261.6666666667,22.5648367919,22.5648367919,22.5648367919
 01/21  16:00:00,13.0083333333,5.0583333333,270,21.5775495784,21.5775495784,21.5775495784
 01/21  17:00:00,12.8,3.725,246.6666666667,20.7769247047,20.7769247047,20.7769247047
 01/21  18:00:00,12.1583333333,3.1,218.3333333333,19.7320658901,19.7320658901,19.7320658901
 01/21  19:00:00,11.35,3.3916666667,239.1666666667,19.0196931155,19.0196931155,19.0196931155
 01/21  20:00:00,11.1,1.5,108.3333333333,18.7380773012,18.7380773012,18.7380773012
 01/21  21:00:00,10.8083333333,0.875,99.1666666667,18.5444773155,18.5444773155,18.5444773155
 01/21  22:00:00,10.6,0.625,70.8333333333,18.3773132242,18.3773132242,18.3773132242
 01/21  23:00:00,10.6,1.225,40.8333333333,18.2326046569,18.2326046569,18.2326046569
 01/21  24:00:00,10.25,1.75,122.5,18.0912520472,18.0912520472,18.0912520472
 01/22  01:00:00,10.35,1.85,177.5,17.9634724019,17.9634724019,17.9634724019
 01/22  02:00:00,10.6,2.6833333333,155,17.8723279783,17.8723279783,17.8723279783
 01/22  03:00:00,10.6,2.5166666667,118.3333333333,17.7793103459,17.7793103459,17.7793103459
 01/22  04:00:00,10.6,0.875,45.8333333333,17.691030168,17.691030168,17.691030168
 01/22  05:00:00,10.25,0,0,17.5776701584,17.5776701584,17.5776701584
 01/22  06:00:00,10,0,0,17.4643985219,17.4643985219,17.4643985219
 01/22  07:00:00,10,0.875,87.5,17.370247607,17.370247607,17.370247607
 01/22  08:00:00,10.35,0.625,62.5,17.3946219051,17.3946219051,17.3946219051
 01/22  09:00:00,10.6,0.875,40.8333333333,17.9185634728,17.9185634728,17.9185634728
 01/22  10:00:00,10.8916666667,2.725,81.6666666667,18.6553498704,18.6553498704,18.6553498704
 01/22  11:00:00,11.7416666667,3.6,113.3333333333,19.0326900716,19.0326900716,19.0326900716
 01/22  12:00:00,13.1916666667,4.825,147.5,19.1712985114,19.1712985114,19.1712985114
 01/22  13:00:00,13.9,7.1583333333,177.5,19.5582789452,19.5582789452,19.5582789452
