Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) 
 05/27  17:00:00,16.0583333333,8.1583333333,274.1666666667,35.4950377397,35.4950377397,35.4950377397
 05/27  18:00:00,14.9,6.825,270,35.1861824961,35.1861824961,35.1861824961
 05/27  19:00:00,13.7583333333,6.2,264.1666666667,33.6153616483,33.6153616483,33.6153616483
 05/27  20:00:00,12.3666666667,4.975,271.6666666667,31.3738080359,31.3738080359,31.3738080359
 05/27  21:00:00,11.7,5.6166666667,262.5,30.2178947936,30.2178947936,30.2178947936
 05/27  22:00:00,11.7,6.4083333333,250,29.6750793061,29.6750793061,29.6750793061
 05/27  23:00:00,11.35,6.2,244.1666666667,29.2488952151,29.2488952151,29.2488952151
 05/27  24:00:00,10.8083333333,4.1,245.8333333333,28.862696728,28.862696728,28.862696728
 05/28  01:00:00,10.6,2.6,238.3333333333,28.5244523439,28.5244523439,28.5244523439
 05/28  02:00:00,10.6,3.7666666667,224.1666666667,28.2203862589,28.2203862589,28.2203862589
 05/28  03:00:00,10.25,3.1416666667,225.8333333333,27.9265656683,27.9265656683,27.9265656683
 05/28  04:00:00,10,2.6833333333,206.6666666667,27.6459701268,27.6459701268,27.6459701268
 05/28  05:00:00,10,2.1666666667,201.6666666667,27.4086014147,27.4086014147,27.4086014147
 05/28  06:00:00,10.35,0.625,87.5,27.5284638802,27.5284638802,27.5284638802
 05/28  07:00:00,11.5333333333,0,0,28.0866688666,28.0866688666,28.0866688666
 05/28  08:00:00,13.4833333333,0.875,29.1666666667,28.720849707,28.720849707,28.720849707
 05/28  09:00:00,15.1,2.725,44.1666666667,29.1623731472,29.1623731472,29.1623731472
 05/28  10:00:00,16.2416666667,3.0166666667,28.3333333333,29.9145687412,29.9145687412,29.9145687412
 05/28  11:00:00,16.7,4.7,160,30.506569694,30.506569694,30.506569694
 05/28  12:00:00,16.0583333333,7.075,260,30.8618995376,30.8618995376,30.8618995376
 05/28  13:00:00,15.25,8.6333333333,248.3333333333,31.2661960518,31.2661960518,31.2661960518
 05/28  14:00:00,15,8.3666666667,245.8333333333,31.8845010077,31.8845010077,31.8845010077
 05/28  15:00:00,14.65,8.6333333333,250,32.9281200392,32.9281200392,32.9281200392
 05/28  16:00:00,14.4,9.3,244.1666666667,34.4081139511,34.4081139511,34.4081139511
 05/28  17:00:00,14.1083333333,8.075,240,35.2147869942,35.2147869942,35.2147869942
 05/28  18:00:00,12.9083333333,7.4916666667,234.1666666667,34.2291995154,34.2291995154,34.2291995154
 05/28  19:00:00,11.9083333333,7.7,235.8333333333,32.9814981015,32.9814981015,32.9814981015
 05/28  20:00:00,11.35,6.2416666667,234.1666666667,31.1444126544,31.1444126544,31.1444126544
 05/28  21:00:00,11.1,6.3666666667,235.8333333333,30.0145253792,30.0145253792,30.0145253792
 05/28  22:00:00,10.8083333333,6.0333333333,240,29.4878926917,29.4878926917,29.4878926917
 05/28  23:00:00,10.6,6.3666666667,234.1666666667,29.0692593053,29.0692593053,29.0692593053
 05/28  24:00:00,10.6,7.7833333333,230,28.7085843319,28.7085843319,28.7085843319
 05/29  01:00:00,10.25,6.1,235.8333333333,28.3869346008,28.3869346008,28.3869346008
 05/29  02:00:00,10,5.2416666667,245.8333333333,28.0958777575,28.0958777575,28.0958777575
 05/29  03:00:00,10,5.4083333333,244.1666666667,27.8111895615,27.8111895615,27.8111895615
 05/29  04:00:00,10,5.7833333333,240,27.5366560659,27.5366560659,27.5366560659
 05/29  05:00:00,10,5.6166666667,228.3333333333,27.2907276588,27.2907276588,27.2907276588
 05/29  06:00:00,10.35,5.4916666667,220,27.2791685717,27.2791685717,27.2791685717
 05/29  07:00:00,10.6,5.0583333333,243.3333333333,27.3644860924,27.3644860924,27.3644860924
 05/29  08:00:00,10.8916666667,5.2416666667,242.5,27.591218987,27.591218987,27.591218987
 05/29  09:00:00,11.7416666667,5.4083333333,241.6666666667,27.9275555316,27.9275555316,27.9275555316
 05/29  10:00:00,13.1916666667,4.5583333333,226.6666666667,28.4629890995,28.4629890995,28.4629890995
 05/29  11:00:00,14.5416666667,5.0333333333,221.6666666667,29.0897754793,29.0897754793,29.0897754793
 05/29  12:00:00,15.6416666667,5.0583333333,230,29.6578895389,29.6578895389,29.6578895389
 05/29  13:00:00,16.1,5.825,235.8333333333,30.1419220628,30.1419220628,30.1419220628
 05/29  14:00:00,15.8083333333,7.925,251.6666666667,31.2213180474,31.2213180474,31.2213180474
 05/29  15:00:00,15.25,8.8,260,32.7380484157,32.7380484157,32.7380484157
 05/29  16:00:00,14.65,9.675,254.1666666667,34.269804859,34.269804859,34.269804859
 05/29  17:00:00,13.7583333333,10.3,250,35.2194382456,35.2194382456,35.2194382456
 05/29  18:00:00,13.0083333333,8.7833333333,250,35.3287538453,35.3287538453,35.3287538453
 05/29  19:00:00,12.1583333333,7.4083333333,250,33.6600602798,33.6600602798,33.6600602798
 05/29  20:00:00,11.35,7.2,255.8333333333,31.1939095546,31.1939095546,31.1939095546
 05/29  21:00:00,11.1,6.6166666667,254.1666666667,29.9407729464,29.9407729464,29.9407729464
 05/29  22:00:00,11.1,5.9083333333,244.1666666667,29.3800686263,29.3800686263,29.3800686263
 05/29  23:00:00,10.8083333333,5.4083333333,234.1666666667,28.938462656,28.938462656,28.938462656
 05/29  24:00:00,10.6,4.5583333333,235.8333333333,28.539654313,28.539654313,28.539654313
 05/30  01:00:00,10.25,2.9333333333,187.5,28.1851706467,28.1851706467,28.1851706467
 05/30  02:00:00,10,2.1,190.8333333333,27.8552813595,27.8552813595,27.8552813595
 05/30  03:00:00,10,3.2666666667,214.1666666667,27.5565112559,27.5565112559,27.5565112559
 05/30  04:00:00,9.65,2.2916666667,221.6666666667,27.2789551386,27.2789551386,27.2789551386
 05/30  05:00:00,9.4,2.225,224.1666666667,27.0307998543,27.0307998543,27.0307998543
 05/30  06:00:00,9.75,3.6833333333,231.6666666667,27.0968261505,27.0968261505,27.0968261505
 05/30  07:00:00,10.9916666667,2.9333333333,216.6666666667,27.4852129371,27.4852129371,27.4852129371
 05/30  08:00:00,12.9833333333,0.875,83.3333333333,27.998258817,27.998258817,27.998258817
 05/30  09:00:00,14.1916666667,2.3916666667,40.8333333333,28.4276021581,28.4276021581,28.4276021581
 05/30  10:00:00,15.1,3.8083333333,58.3333333333,28.9612806878,28.9612806878,28.9612806878
 05/30  11:00:00,16.2416666667,5.9916666667,178.3333333333,29.6610341519,29.6610341519,29.6610341519
 05/30  12:00:00,16.35,8.3416666667,270,30.2458084892,30.2458084892,30.2458084892
 05/30  13:00:00,16.45,9.675,264.1666666667,30.7510800388,30.7510800388,30.7510800388
 05/30  14:00:00,16.0583333333,10.8833333333,254.1666666667,31.7907068185,31.7907068185,31.7907068185
 05/30  15:00:00,15.8916666667,9.8416666667,255.8333333333,33.2935241925,33.2935241925,33.2935241925
 05/30  16:00:00,15.4583333333,8.8,260,34.4584488289,34.4584488289,34.4584488289
 05/30  17:00:00,15,9.675,260,34.4665242998,34.4665242998,34.4665242998
 05/30  18:00:00,14.0083333333,10.3,260,33.4375581866,33.4375581866,33.4375581866
 05/30  19:00:00,12.6583333333,10.3,254.1666666667,31.8869750616,31.8869750616,31.8869750616
 05/30  20:00:00,11.9083333333,9.7166666667,255.8333333333,30.3202812418,30.3202812418,30.3202812418
 05/30  21:00:00,11.7,10.4666666667,260,29.4406445854,29.4406445854,29.4406445854
 05/30  22:00:00,11.7,9.2,260,28.9812848529,28.9812848529,28.9812848529
 05/30  23:00:00,11.35,8.3416666667,260,28.6030704276,28.6030704276,28.6030704276
 05/30  24:00:00,10.8083333333,9.675,254.1666666667,28.2423235045,28.2423235045,28.2423235045
 05/31  01:00:00,10.6,10.8833333333,255.8333333333,27.9184536251,27.9184536251,27.9184536251
 05/31  02:00:00,10.6,9.4916666667,260,27.6372501251,27.6372501251,27.6372501251
 05/31  03:00:00,10.6,9.425,260,27.3792454835,27.3792454835,27.3792454835
 05/31  04:00:00,10.6,9.075,260,27.1353751319,27.1353751319,27.1353751319
 05/31  05:00:00,10.6,6.45,260,26.9151626439,26.9151626439,26.9151626439
 05/31  06:00:00,10.8916666667,5.2,265.8333333333,27.0407096451,27.0407096451,27.0407096451
 05/31  07:00:00,11.7416666667,5.2,264.1666666667,27.528668728,27.528668728,27.528668728
 05/31  08:00:00,12.8416666667,5.7833333333,265.8333333333,27.8560448183,27.8560448183,27.8560448183
 05/31  09:00:00,14.6416666667,5.6166666667,281.6666666667,28.2043158683,28.2043158683,28.2043158683
 05/31  10:00:00,16.5333333333,4.5583333333,301.6666666667,28.8553391526,28.8553391526,28.8553391526
 05/31  11:00:00,18.1916666667,5.325,292.5,29.5834387864,29.5834387864,29.5834387864
 05/31  12:00:00,19.5416666667,6.2,285.8333333333,30.2676620166,30.2676620166,30.2676620166
 05/31  13:00:00,19.3583333333,7.3666666667,278.3333333333,30.839804985,30.839804985,30.839804985
 05/31  14:00:00,18.9,7.9083333333,270,31.8966421577,31.8966421577,31.8966421577
 05/31  15:00:00,18.9,6.5333333333,270,33.5180248935,33.5180248935,33.5180248935
 05/31  16:00:00,18.9,7.1583333333,264.1666666667,34.9734558412,34.9734558412,34.9734558412
 05/31  17:00:00,17.6166666667,8.8416666667,260,35.6634729561,35.6634729561,35.6634729561
 05/31  18:00:00,16.35,9.0083333333,260,35.662750299,35.662750299,35.662750299
 05/31  19:00:00,15.4583333333,9.0916666667,265.8333333333,34.3468720926,34.3468720926,34.3468720926
 05/31  20:00:00,14.0083333333,8.075,270,31.880240656,31.880240656,31.880240656
 05/31  21:00:00,13.0083333333,8.1333333333,270,30.5493182153,30.5493182153,30.5493182153
 05/31  22:00:00,12.5666666667,8.5083333333,275.8333333333,29.9499386649,29.9499386649,29.9499386649
 05/31  23:00:00,12.1666666667,8.0083333333,280,29.4952844427,29.4952844427,29.4952844427
 05/31  24:00:00,11.7666666667,7.5083333333,274.1666666667,29.1016164036,29.1016164036,29.1016164036
 06/01  01:00:00,11.3666666667,6.95,270,28.7466323968,28.7466323968,28.7466323968
 06/01  02:00:00,10.9666666667,6.4083333333,281.6666666667,28.4189200627,28.4189200627,28.4189200627
 06/01  03:00:00,10.5666666667,5.9083333333,278.3333333333,28.1090310052,28.1090310052,28.1090310052
 06/01  04:00:00,10.1666666667,5.4083333333,275.8333333333,27.8124309158,27.8124309158,27.8124309158
 06/01  05:00:00,10,4.5583333333,280,27.559714817,27.559714817,27.559714817
 06/01  06:00:00,10.6416666667,3.5166666667,268.3333333333,27.8521545905,27.8521545905,27.8521545905
 06/01  07:00:00,12.7333333333,1.875,260,28.2643563155,28.2643563155,28.2643563155
 06/01  08:00:00,15.5333333333,1.2916666667,131.6666666667,28.6289233319,28.6289233319,28.6289233319
 06/01  09:00:00,17.3416666667,1.85,40,29.0260010373,29.0260010373,29.0260010373
 06/01  10:00:00,18.0916666667,3.2666666667,34.1666666667,29.5134926189,29.5134926189,29.5134926189
 06/01  11:00:00,19.9333333333,3.5166666667,35.8333333333,30.4006635157,30.4006635157,30.4006635157
 06/01  12:00:00,22.0916666667,3.3916666667,34.1666666667,31.5039970589,31.5039970589,31.5039970589
 06/01  13:00:00,23.7333333333,3.8916666667,222.5,32.2759686016,32.2759686016,32.2759686016
 06/01  14:00:00,26.3833333333,5.325,319.1666666667,33.3963702938,33.3963702938,33.3963702938
 06/01  15:00:00,24.8833333333,8.5916666667,290,34.7417133565,34.7417133565,34.7417133565
 06/01  16:00:00,21.8083333333,10.8833333333,284.1666666667,35.1273385771,35.1273385771,35.1273385771
 06/01  17:00:00,19.4666666667,11.0083333333,280,34.8423771321,34.8423771321,34.8423771321
 06/01  18:00:00,18.65,9.925,285.8333333333,35.314992005,35.314992005,35.314992005
 06/01  19:00:00,17.6166666667,7.4916666667,295.8333333333,35.0273080975,35.0273080975,35.0273080975
 06/01  20:00:00,15.0666666667,6.2,288.3333333333,32.6983362069,32.6983362069,32.6983362069
 06/01  21:00:00,13.55,5.6166666667,280,31.2099334503,31.2099334503,31.2099334503
 06/01  22:00:00,13.0083333333,5.2,280,30.6197728822,30.6197728822,30.6197728822
 06/01  23:00:00,12.8,3.975,280,30.1856287996,30.1856287996,30.1856287996
 06/01  24:00:00,13.0916666667,2.5166666667,268.3333333333,29.845946071,29.845946071,29.845946071
 06/02  01:00:00,13.9416666667,0.875,108.3333333333,29.5860115199,29.5860115199,29.5860115199
 06/02  02:00:00,13.7583333333,0.5833333333,151.6666666667,29.3305523233,29.3305523233,29.3305523233
 06/02  03:00:00,13.3,1.6416666667,254.1666666667,29.042212901,29.042212901,29.042212901
 06/02  04:00:00,13.65,1.4583333333,244.1666666667,28.8206747269,28.8206747269,28.8206747269
 06/02  05:00:00,14.1916666667,0.4166666667,100,28.6588042074,28.6588042074,28.6588042074
 06/02  06:00:00,15.1,0,0,29.0725196568,29.0725196568,29.0725196568
 06/02  07:00:00,17.175,0,0,29.5403351947,29.5403351947,29.5403351947
 06/02  08:00:00,19.2916666667,1.225,11.6666666667,29.8446975638,29.8446975638,29.8446975638
 06/02  09:00:00,20.6416666667,2.6833333333,14.1666666667,30.2110559883,30.2110559883,30.2110559883
 06/02  10:00:00,22.0916666667,2.5166666667,10,30.8207214427,30.8207214427,30.8207214427
 06/02  11:00:00,23.7333333333,2.6833333333,21.6666666667,31.5613760121,31.5613760121,31.5613760121
 06/02  12:00:00,25.7416666667,3.1,30,32.32610817,32.32610817,32.32610817
 06/02  13:00:00,26.35,3.6833333333,222.5,33.0075215884,33.0075215884,33.0075215884
 06/02  14:00:00,27.7333333333,4.1,155.8333333333,34.2241477995,34.2241477995,34.2241477995
 06/02  15:00:00,30.5333333333,6.4916666667,167.5,36.2112460441,36.2112460441,36.2112460441
 06/02  16:00:00,28.7833333333,8.2,274.1666666667,37.8923286973,37.8923286973,37.8923286973
 06/02  17:00:00,26.35,8.2,270,38.9330469858,38.9330469858,38.9330469858
 06/02  18:00:00,25.4583333333,6.7416666667,281.6666666667,39.3940706967,39.3940706967,39.3940706967
 06/02  19:00:00,23.7166666667,6.575,290,38.6007795772,38.6007795772,38.6007795772
 06/02  20:00:00,20.8166666667,7.7833333333,272.5,35.7292934571,35.7292934571,35.7292934571
 06/02  21:00:00,18.1166666667,5.8083333333,283.3333333333,33.8851308943,33.8851308943,33.8851308943
 06/02  22:00:00,16.2666666667,4.7416666667,276.6666666667,33.109104308,33.109104308,33.109104308
 06/02  23:00:00,15.6,5.4916666667,271.6666666667,32.5672444924,32.5672444924,32.5672444924
 06/02  24:00:00,15.6,5.0583333333,280,32.1624534462,32.1624534462,32.1624534462
 06/03  01:00:00,13.9666666667,4.0166666667,280,31.7465463188,31.7465463188,31.7465463188
 06/03  02:00:00,12.8,3.6,268.3333333333,31.3185915586,31.3185915586,31.3185915586
 06/03  03:00:00,12.8,3.6,271.6666666667,31.0013865242,31.0013865242,31.0013865242
 06/03  04:00:00,12.45,3.6,274.1666666667,30.7098903397,30.7098903397,30.7098903397
 06/03  05:00:00,12.2,3.6,270,30.4329543833,30.4329543833,30.4329543833
 06/03  06:00:00,12.2,4.825,275.8333333333,30.5863213921,30.5863213921,30.5863213921
 06/03  07:00:00,13.8333333333,4.475,274.1666666667,31.0094812837,31.0094812837,31.0094812837
 06/03  08:00:00,17.5666666667,2.375,130,31.5112396201,31.5112396201,31.5112396201
 06/03  09:00:00,21.0333333333,2.1416666667,18.3333333333,32.0751232363,32.0751232363,32.0751232363
 06/03  10:00:00,21.5583333333,3.1833333333,214.1666666667,32.6854220122,32.6854220122,32.6854220122
 06/03  11:00:00,23.375,4.825,319.1666666667,33.3663458985,33.3663458985,33.3663458985
 06/03  12:00:00,25,6.8666666667,295.8333333333,34.0994521364,34.0994521364,34.0994521364
 06/03  13:00:00,23.7166666667,8.925,294.1666666667,34.6037030737,34.6037030737,34.6037030737
 06/03  14:00:00,22.8,10.0916666667,290,35.5840855099,35.5840855099,35.5840855099
 06/03  15:00:00,23.0916666667,10.3,284.1666666667,37.1393755941,37.1393755941,37.1393755941
 06/03  16:00:00,22.0166666667,11.175,280,38.4864110548,38.4864110548,38.4864110548
 06/03  17:00:00,20.1083333333,10.6333333333,285.8333333333,39.1561139846,39.1561139846,39.1561139846
 06/03  18:00:00,18.7583333333,8.8666666667,290,39.0524599675,39.0524599675,39.0524599675
 06/03  19:00:00,17.0166666667,8.8416666667,284.1666666667,37.6435887728,37.6435887728,37.6435887728
 06/03  20:00:00,15.1083333333,9.3,285.8333333333,35.1616777797,35.1616777797,35.1616777797
 06/03  21:00:00,14.1083333333,9.3,290,33.8271588381,33.8271588381,33.8271588381
 06/03  22:00:00,13.55,8.3666666667,295.8333333333,33.1890192011,33.1890192011,33.1890192011
 06/03  23:00:00,13.0083333333,7.7,294.1666666667,32.6927365223,32.6927365223,32.6927365223
 06/03  24:00:00,12.8,7.4083333333,284.1666666667,32.2698877272,32.2698877272,32.2698877272
 06/04  01:00:00,12.45,7.2,285.8333333333,31.8932048205,31.8932048205,31.8932048205
 06/04  02:00:00,11.9083333333,7.7833333333,290,31.5268968765,31.5268968765,31.5268968765
 06/04  03:00:00,11.35,8.2,290,31.1868582034,31.1868582034,31.1868582034
 06/04  04:00:00,11.1,8.2,290,30.8708648122,30.8708648122,30.8708648122
 06/04  05:00:00,10.8083333333,6.7416666667,284.1666666667,30.5878651222,30.5878651222,30.5878651222
 06/04  06:00:00,11.5333333333,5.9916666667,285.8333333333,30.6910969561,30.6910969561,30.6910969561
 06/04  07:00:00,13.1916666667,6.2,290,31.1594313746,31.1594313746,31.1594313746
 06/04  08:00:00,14.8916666667,6.7833333333,290,31.5704952462,31.5704952462,31.5704952462
 06/04  09:00:00,16.2416666667,7.2,295.8333333333,32.0048877167,32.0048877167,32.0048877167
 06/04  10:00:00,17.6333333333,7.4916666667,294.1666666667,32.5635040889,32.5635040889,32.5635040889
 06/04  11:00:00,18.65,8.6333333333,290,33.196056807,33.196056807,33.196056807
 06/04  12:00:00,19.1916666667,8.6583333333,290,33.7654264419,33.7654264419,33.7654264419
 06/04  13:00:00,19.1083333333,8.8416666667,290,34.2772416849,34.2772416849,34.2772416849
 06/04  14:00:00,19.1916666667,9.3,290,35.3015162191,35.3015162191,35.3015162191
 06/04  15:00:00,19.4,9.3,290,36.7751918336,36.7751918336,36.7751918336
 06/04  16:00:00,18.4666666667,9.8833333333,284.1666666667,37.9639982557,37.9639982557,37.9639982557
 06/04  17:00:00,17.1583333333,10.3,280,38.4323395371,38.4323395371,38.4323395371
 06/04  18:00:00,16.0583333333,9.7166666667,285.8333333333,38.0468255915,38.0468255915,38.0468255915
 06/04  19:00:00,14.9,7.4916666667,290,36.4582730961,36.4582730961,36.4582730961
 06/04  20:00:00,13.7583333333,5.6166666667,290,34.3025393355,34.3025393355,34.3025393355
 06/04  21:00:00,13.0083333333,4.5583333333,284.1666666667,33.1410109123,33.1410109123,33.1410109123
 06/04  22:00:00,12.45,4.1,280,32.5568807667,32.5568807667,32.5568807667
 06/04  23:00:00,12.2,3.8083333333,274.1666666667,32.0942560242,32.0942560242,32.0942560242
 06/04  24:00:00,12.2,3.8916666667,281.6666666667,31.7056570094,31.7056570094,31.7056570094
 06/05  01:00:00,11.9083333333,3.5166666667,278.3333333333,31.3453339193,31.3453339193,31.3453339193
 06/05  02:00:00,11.9916666667,3.1,270,31.0209923449,31.0209923449,31.0209923449
 06/05  03:00:00,11.9083333333,1.2916666667,112.5,30.7438485323,30.7438485323,30.7438485323
 06/05  04:00:00,12.3416666667,0,0,30.4921572817,30.4921572817,30.4921572817
 06/05  05:00:00,12.8,0.875,145.8333333333,30.2815208018,30.2815208018,30.2815208018
 06/05  06:00:00,13.7333333333,1.5,250,30.521143821,30.521143821,30.521143821
 06/05  07:00:00,16.3833333333,0.625,104.1666666667,31.0736116187,31.0736116187,31.0736116187
 06/05  08:00:00,18.7333333333,0,0,31.5230888571,31.5230888571,31.5230888571
 06/05  09:00:00,19.75,1.225,11.6666666667,31.8922297364,31.8922297364,31.8922297364
 06/05  10:00:00,20.6416666667,2.3916666667,25.8333333333,32.4709804735,32.4709804735,32.4709804735
 06/05  11:00:00,22.3833333333,2.6,30,33.1899548667,33.1899548667,33.1899548667
 06/05  12:00:00,24.2916666667,3.475,205,33.9293474285,33.9293474285,33.9293474285
 06/05  13:00:00,27.5666666667,6.2,306.6666666667,34.6884242771,34.6884242771,34.6884242771
 06/05  14:00:00,28.7583333333,8.3416666667,290,35.9828009159,35.9828009159,35.9828009159
 06/05  15:00:00,26.375,9.3833333333,290,37.5129285493,37.5129285493,37.5129285493
 06/05  16:00:00,23.7166666667,9.2166666667,290,38.7897749344,38.7897749344,38.7897749344
 06/05  17:00:00,21.5166666667,9.0916666667,284.1666666667,39.5415540082,39.5415540082,39.5415540082
 06/05  18:00:00,18.6166666667,9.3,280,39.4318148928,39.4318148928,39.4318148928
 06/05  19:00:00,16.2666666667,7.4916666667,285.8333333333,38.0275098045,38.0275098045,38.0275098045
 06/05  20:00:00,14.6083333333,7.3666666667,295.8333333333,35.5220793494,35.5220793494,35.5220793494
 06/05  21:00:00,13.55,7.6166666667,294.1666666667,34.0289109518,34.0289109518,34.0289109518
 06/05  22:00:00,13.0083333333,7.2,284.1666666667,33.3785571056,33.3785571056,33.3785571056
 06/05  23:00:00,12.8,6.9083333333,280,32.8810645684,32.8810645684,32.8810645684
 06/05  24:00:00,12.8,6.1166666667,285.8333333333,32.4695934738,32.4695934738,32.4695934738
 06/06  01:00:00,12.45,5.0583333333,290,32.0924844452,32.0924844452,32.0924844452
 06/06  02:00:00,12.2,4.3083333333,284.1666666667,31.7380509707,31.7380509707,31.7380509707
 06/06  03:00:00,11.9083333333,3.225,280,31.4247522052,31.4247522052,31.4247522052
 06/06  04:00:00,11.7,3.1833333333,274.1666666667,31.1186067739,31.1186067739,31.1186067739
 06/06  05:00:00,11.7,3.3083333333,275.8333333333,30.8470183435,30.8470183435,30.8470183435
 06/06  06:00:00,12.6333333333,2.8083333333,280,30.9742120131,30.9742120131,30.9742120131
 06/06  07:00:00,15.2833333333,1.0833333333,116.6666666667,31.5312468447,31.5312468447,31.5312468447
 06/06  08:00:00,16.9916666667,1.5166666667,5.8333333333,32.0561124852,32.0561124852,32.0561124852
 06/06  09:00:00,17.8416666667,2.6,21.6666666667,32.4773854108,32.4773854108,32.4773854108
 06/06  10:00:00,19.2916666667,2.3083333333,35.8333333333,33.1086574549,33.1086574549,33.1086574549
 06/06  11:00:00,20.6416666667,2.3916666667,28.3333333333,33.8088179218,33.8088179218,33.8088179218
 06/06  12:00:00,22.3833333333,4.1166666667,189.1666666667,34.4833559968,34.4833559968,34.4833559968
 06/06  13:00:00,24.9333333333,5.7833333333,298.3333333333,35.2021702724,35.2021702724,35.2021702724
 06/06  14:00:00,25.4583333333,7.3666666667,290,36.4035437753,36.4035437753,36.4035437753
 06/06  15:00:00,22.725,9.425,290,37.7594307253,37.7594307253,37.7594307253
 06/06  16:00:00,20.4583333333,10.3,290,38.780303854,38.780303854,38.780303854
 06/06  17:00:00,19.0083333333,10.3,290,39.1965044403,39.1965044403,39.1965044403
 06/06  18:00:00,17.3666666667,10.8833333333,284.1666666667,38.737394647,38.737394647,38.737394647
 06/06  19:00:00,16.35,9.8416666667,285.8333333333,37.1022089694,37.1022089694,37.1022089694
 06/06  20:00:00,15.1083333333,7.8666666667,290,35.0337604669,35.0337604669,35.0337604669
 06/06  21:00:00,14.4,6.6166666667,284.1666666667,33.9177185202,33.9177185202,33.9177185202
 06/06  22:00:00,14.1083333333,6.2,280,33.3635711688,33.3635711688,33.3635711688
 06/06  23:00:00,13.9,6.7833333333,280,32.9151929663,32.9151929663,32.9151929663
 06/06  24:00:00,13.9,6.0333333333,280,32.5382462642,32.5382462642,32.5382462642
 06/07  01:00:00,13.2583333333,5.2,285.8333333333,32.1769522605,32.1769522605,32.1769522605
 06/07  02:00:00,12.8,5.2,290,31.8298029303,31.8298029303,31.8298029303
 06/07  03:00:00,12.45,5.2,295.8333333333,31.5251979324,31.5251979324,31.5251979324
 06/07  04:00:00,12.2,5.2,288.3333333333,31.2224826979,31.2224826979,31.2224826979
 06/07  05:00:00,12.2,5.2,285.8333333333,30.9602329459,30.9602329459,30.9602329459
 06/07  06:00:00,12.55,5.2,284.1666666667,31.0530702436,31.0530702436,31.0530702436
 06/07  07:00:00,13.7333333333,5.2,285.8333333333,31.491860489,31.491860489,31.491860489
 06/07  08:00:00,15.1,5.2,290,31.9595976977,31.9595976977,31.9595976977
 06/07  09:00:00,16.2416666667,5.7833333333,290,32.3421068877,32.3421068877,32.3421068877
 06/07  10:00:00,16.9916666667,7.3666666667,295.8333333333,32.8605239359,32.8605239359,32.8605239359
 06/07  11:00:00,17.8416666667,9.1333333333,294.1666666667,33.5416195752,33.5416195752,33.5416195752
 06/07  12:00:00,18.3,9.8,290,33.9207138133,33.9207138133,33.9207138133
 06/07  13:00:00,18.0083333333,9.8,284.1666666667,34.2534286309,34.2534286309,34.2534286309
 06/07  14:00:00,17.8,9.5083333333,285.8333333333,35.3323040741,35.3323040741,35.3323040741
 06/07  15:00:00,17.8,8.075,284.1666666667,36.7382493511,36.7382493511,36.7382493511
 06/07  16:00:00,17.8,8.1333333333,280,37.8918174494,37.8918174494,37.8918174494
 06/07  17:00:00,17.45,8.1583333333,285.8333333333,38.2340769487,38.2340769487,38.2340769487
 06/07  18:00:00,16.5583333333,7.4083333333,284.1666666667,37.7570865789,37.7570865789,37.7570865789
 06/07  19:00:00,15.1083333333,6.6166666667,291.6666666667,36.1159179646,36.1159179646,36.1159179646
 06/07  20:00:00,13.7583333333,4.975,294.1666666667,34.1409351138,34.1409351138,34.1409351138
 06/07  21:00:00,12.6583333333,4.1,284.1666666667,33.0824855445,33.0824855445,33.0824855445
 06/07  22:00:00,12.2,4.7416666667,280,32.5144013253,32.5144013253,32.5144013253
 06/07  23:00:00,12.2,4.5583333333,285.8333333333,32.0839420619,32.0839420619,32.0839420619
 06/07  24:00:00,11.9083333333,3.5166666667,295.8333333333,31.7022073672,31.7022073672,31.7022073672
 06/08  01:00:00,11.7,3.6833333333,288.3333333333,31.342724844,31.342724844,31.342724844
 06/08  02:00:00,11.7,4.1,291.6666666667,31.025578496,31.025578496,31.025578496
 06/08  03:00:00,11.35,4.1,300,30.7213052221,30.7213052221,30.7213052221
 06/08  04:00:00,10.8083333333,3.5166666667,288.3333333333,30.4055058778,30.4055058778,30.4055058778
 06/08  05:00:00,10.6,3.1,280,30.1203886329,30.1203886329,30.1203886329
 06/08  06:00:00,11.2416666667,3.6833333333,285.8333333333,30.2856170037,30.2856170037,30.2856170037
 06/08  07:00:00,12.9833333333,2.9333333333,290,30.7247210688,30.7247210688,30.7247210688
 06/08  08:00:00,14.8916666667,3.2666666667,295.8333333333,31.1098521154,31.1098521154,31.1098521154
 06/08  09:00:00,16.5333333333,5.325,300,31.5180559667,31.5180559667,31.5180559667
 06/08  10:00:00,17.55,6.2,294.1666666667,32.0511540292,32.0511540292,32.0511540292
 06/08  11:00:00,19.0833333333,6.7833333333,295.8333333333,32.7049188174,32.7049188174,32.7049188174
 06/08  12:00:00,20.35,7.7833333333,294.1666666667,33.3502601221,33.3502601221,33.3502601221
 06/08  13:00:00,21.2416666667,7.9083333333,295.8333333333,33.9159613608,33.9159613608,33.9159613608
 06/08  14:00:00,21.0583333333,8.6333333333,300,34.9970522859,34.9970522859,34.9970522859
 06/08  15:00:00,20.6,9.5916666667,294.1666666667,36.5097446866,36.5097446866,36.5097446866
