Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),FLOOR 0:Zone Mean Air Temperature [C](Hourly),FLOOR 1:Zone Mean Air Temperature [C](Hourly),FLOOR 2:Zone Mean Air Temperature [C](Hourly),FLOOR 3:Zone Mean Air Temperature [C](Hourly),FLOOR 4:Zone Mean Air Temperature [C](Hourly),FLOOR 5:Zone Mean Air Temperature [C](Hourly),FLOOR 6:Zone Mean Air Temperature [C](Hourly),FLOOR 7:Zone Mean Air Temperature [C](Hourly) 
 03/15  24:00:00,13.0916666667,2.3083333333,133.3333333333,31.9229838238,35.3102104716,35.9306475471,36.1017756552,36.1567146986,36.1977153737,36.2894647246,33.8667522512
 03/16  01:00:00,13.3,0.875,62.5,31.7094630617,35.1047823263,35.7274329563,35.8985099553,35.9542459222,35.9952835886,36.0868513992,33.3877461177
 03/16  02:00:00,13.65,2.3916666667,134.1666666667,31.4944674284,34.885272476,35.505256103,35.6754263302,35.7291857073,35.7703153312,35.8580778468,32.9234781971
 03/16  03:00:00,13.55,5.0333333333,230,31.251897908,34.6247258134,35.237813617,35.405211095,35.4552766128,35.4954728601,35.5771533605,32.4249121454
 03/16  04:00:00,13.3,5.4083333333,230,30.9981649195,34.3613337356,34.9730539889,35.1379781147,35.1881100001,35.226563026,35.3041579636,31.9376735989
 03/16  05:00:00,13.3,5.2,230,30.7874333263,34.1435222371,34.7542789092,34.9177614388,34.9674126036,35.0054293433,35.0775100114,31.5287185818
 03/16  06:00:00,13.0083333333,5.7833333333,230,30.536944363,33.8864803786,34.4950844266,34.6590808543,34.7069790502,34.7461416288,34.8106125479,31.0888649913
 03/16  07:00:00,12.8,5.2666666667,230,30.4962645924,33.8268681711,34.4462839985,34.5986345574,34.6574305942,34.6853846195,34.7539393335,30.9577149233
 03/16  08:00:00,12.8,4.95,253.3333333333,31.2899128271,34.5999493518,35.2320467062,35.3748355322,35.445907242,35.4633627289,35.5354122286,32.2603844917
 03/16  09:00:00,12.8,5.4916666667,293.3333333333,32.0748269431,35.3903500456,36.0162930212,36.1736690011,36.2365221872,36.2666443303,36.3202206393,33.8410817991
 03/16  10:00:00,13.0916666667,5.0583333333,304.1666666667,31.9569397431,35.2632777364,35.9000269761,36.0514858425,36.1231395942,36.1464369723,36.2002681553,33.8393097329
 03/16  11:00:00,13.65,4.95,300,33.4049709352,36.7266437728,37.3850821461,37.5412736027,37.6261184698,37.6474985195,37.7019774566,36.4339622524
 03/16  12:00:00,13.9,5.2,305.8333333333,33.5910901213,36.9448596496,37.5932263184,37.7713650658,37.8399565197,37.8820084057,37.909546259,37.2456610304
 03/16  13:00:00,13.9,5.4916666667,310,33.5945041499,36.9274231843,37.581453539,37.7514553588,37.8276810733,37.8623865633,37.8900918171,37.3940790647
 03/16  14:00:00,13.9,5.7,292.5,34.7443075103,38.0724103629,38.7614249501,38.9143350807,39.0184844142,39.0349545495,39.0809167848,39.2504261243
 03/16  15:00:00,13.9,4.7666666667,274.1666666667,36.5999866624,39.8783322806,40.5571551136,40.7254930333,40.8245164589,40.8584184632,40.8860185703,42.4275512557
 03/16  16:00:00,14.1916666667,5.6166666667,287.5,37.0080924712,40.2647052743,40.9185075499,41.0961549614,41.1761880311,41.2212411403,41.2268764292,43.223968501
 03/16  17:00:00,13.7583333333,7.575,294.1666666667,37.4705177603,40.6984704445,41.3350435284,41.5117511437,41.5822819714,41.6278146277,41.6240477206,43.93186174
 03/16  18:00:00,12.6583333333,7.6166666667,290,36.0551490064,39.3238872287,39.920048477,40.1191824314,40.1520155179,40.2247687487,40.1926856349,41.5970071546
 03/16  19:00:00,11.9083333333,6.9083333333,290,33.4104984692,36.71421582,37.3054145681,37.5043504245,37.5301585394,37.6032181055,37.5711144033,37.3411317317
 03/16  20:00:00,11.0583333333,6.7,295.8333333333,32.308097393,35.599916889,36.213358661,36.3862018048,36.434103008,36.4818474486,36.4748405288,35.2033807135
 03/16  21:00:00,10.6,6.4083333333,300,31.6523228172,34.951285187,35.565664297,35.7345278767,35.7834588816,35.8278014211,35.824706735,33.9135411906
 03/16  22:00:00,10.6,5.9083333333,300,31.1732645044,34.4791352928,35.0942280999,35.2605069128,35.3100006073,35.3521414824,35.3518094001,32.9352881759
 03/16  23:00:00,10.6,4.7666666667,305.8333333333,30.7814104461,34.093522459,34.7093656359,34.8738218906,34.9236470571,34.9641967823,34.9652807215,32.1273512144
 03/16  24:00:00,10.25,4.3916666667,298.3333333333,30.4166336597,33.7332030433,34.3482768967,34.5124419731,34.5611672657,34.601681645,34.6014779744,31.3996062537
 03/17  01:00:00,10,4.6,295.8333333333,30.0814281955,33.39524696,34.0100997188,34.1720483892,34.220942108,34.2597178887,34.2583498574,30.7329260841
 03/17  02:00:00,9.65,3.1416666667,311.6666666667,29.7848228987,33.0995070182,33.7145362165,33.8759980666,33.924559563,33.962924014,33.9584513486,30.1533463489
 03/17  03:00:00,9.1083333333,1.75,279.1666666667,29.4870181289,32.8044556637,33.4210853596,33.5828314547,33.6315643655,33.6699815647,33.6615432311,29.5981792582
 03/17  04:00:00,8.55,0.625,104.1666666667,29.1954801774,32.5145339403,33.133222061,33.2957068241,33.3450272677,33.3837855737,33.3707086814,29.0711409134
 03/17  05:00:00,7.3666666667,1.8083333333,175,28.8297157389,32.1422956709,32.7566438861,32.9209122451,32.9662829236,33.0074611842,32.9846932084,28.453195195
 03/17  06:00:00,6.7,2.8083333333,311.6666666667,28.4780854495,31.7724008233,32.3857688615,32.5452369782,32.5915460922,32.628841459,32.6009737676,27.8339299362
 03/17  07:00:00,6.9916666667,1.9583333333,296.6666666667,28.8748861668,32.1265326325,32.7714205823,32.899468288,32.9774071664,32.9831087977,32.9791928648,28.273080426
 03/17  08:00:00,9.1833333333,1.5,221.6666666667,32.0638258526,35.2595482701,35.9352561152,36.0392332313,36.1500743841,36.1287954186,36.1472738965,33.1314246714
 03/17  09:00:00,11.8833333333,0.625,75,34.9294257199,38.1224646116,38.7765668156,38.9275023748,39.0153992638,39.0344573566,38.9828685863,38.4151264937
 03/17  10:00:00,13.0916666667,1.225,35,36.1494361422,39.3714618663,40.0305807647,40.2124590614,40.2906387413,40.3308167298,40.2768102577,41.5197923259
 03/17  11:00:00,13.65,2.3916666667,54.1666666667,35.9965482305,39.2743172756,39.9357029624,40.1371982069,40.2108357086,40.2641669065,40.1902098937,41.8640940668
 03/17  12:00:00,14.1916666667,3.1833333333,55.8333333333,35.0664688815,38.4258801789,39.093136208,39.3122303462,39.3664559425,39.4376926425,39.3499990774,40.6174832779
 03/17  13:00:00,15.3916666667,2.725,71.6666666667,34.885889014,38.2139585401,38.9104229947,39.0882856111,39.1804536602,39.2114277083,39.1622085241,40.249705419
 03/17  14:00:00,16.45,2.3916666667,62.5,36.4957884843,39.8096964758,40.5253205468,40.7049559023,40.813043708,40.8465774794,40.7861066125,43.0741342493
 03/17  15:00:00,17.3416666667,1.0833333333,20.8333333333,38.1066672967,41.4201830954,42.123996107,42.3230087791,42.4227974767,42.4777618077,42.4115009942,46.2899576874
 03/17  16:00:00,15.8166666667,4.7833333333,180.8333333333,36.8734981124,40.190098426,40.8362648871,41.058594342,41.1112238827,41.1932251204,41.0886846944,44.1801926496
 03/17  17:00:00,14.1083333333,8.55,298.3333333333,34.8666327296,38.168121775,38.8038485923,39.0094549715,39.0574813792,39.1263086019,39.0374637284,40.4787968584
 03/17  18:00:00,13.2583333333,8.45,295.8333333333,33.6958434972,36.9868180903,37.6226299233,37.8137979334,37.8657308739,37.922756595,37.845273521,38.2671888619
 03/17  19:00:00,12.1583333333,7.9083333333,300,32.3889389203,35.6929148915,36.3205048004,36.5121723784,36.5573200584,36.6160453368,36.5386943536,35.9206949917
 03/17  20:00:00,11.7,7.4083333333,294.1666666667,31.654572211,34.9577763516,35.5917765521,35.7721823779,35.824482558,35.8727051493,35.8086468797,34.4096175173
 03/17  21:00:00,11.35,6.6166666667,290,31.1734888634,34.4814302796,35.1143070429,35.2915130171,35.3434319919,35.3890632512,35.329882931,33.383656014
 03/17  22:00:00,11.1,5.2666666667,290,30.7621691147,34.0754192805,34.7085593698,34.8831487198,34.9353990585,34.9786621504,34.9236518416,32.517011131
 03/17  23:00:00,11.1,4.6,290,30.419131458,33.7363752002,34.3698952937,34.5430465032,34.5954606444,34.6373739697,34.5847958093,31.7932039354
 03/17  24:00:00,11.1,3.4333333333,260.8333333333,30.1299820755,33.449024266,34.0832971198,34.2546685786,34.307654691,34.3478545937,34.2966509825,31.1793553608
 03/18  01:00:00,11.1,2.3083333333,222.5,29.8986116994,33.2177088778,33.8528567185,34.0229682812,34.0763238092,34.115254699,34.0637267492,30.6769435046
 03/18  02:00:00,10.8083333333,1.75,233.3333333333,29.6514972736,32.9699278368,33.6038558973,33.774637283,33.8265715584,33.8661751661,33.8113149573,30.1896054569
 03/18  03:00:00,10.8916666667,0.625,104.1666666667,29.4322290278,32.7501851403,33.3882696252,33.5575456175,33.6124147663,33.6500182062,33.5947049424,29.7577177884
 03/18  04:00:00,11.1,1.5166666667,145.8333333333,29.2509107219,32.5597983243,33.1945649393,33.364339341,33.4165867399,33.4552559104,33.3934453054,29.3963757958
 03/18  05:00:00,10.8083333333,1.9583333333,261.6666666667,29.0086609204,32.3034785357,32.9349069087,33.102788562,33.1535138684,33.1909826922,33.1233352719,28.9589428246
 03/18  06:00:00,10.6,3.3083333333,258.3333333333,28.7602139568,32.0413046348,32.6702610002,32.8370172825,32.8864885759,32.9234541111,32.8492595071,28.5235598322
 03/18  07:00:00,10.8916666667,4.3083333333,273.3333333333,28.9671030307,32.2101678008,32.85526812,33.0018767994,33.0693066441,33.08659943,33.0244118622,28.7551763388
 03/18  08:00:00,11.7416666667,4.7416666667,290,30.4208102344,33.6419797645,34.29269762,34.4370226305,34.5110094571,34.5244335527,34.460359163,31.2182770801
 03/18  09:00:00,12.8416666667,5.2,295.8333333333,31.3457976477,34.5524972651,35.2143366482,35.3572405775,35.4401949091,35.449555786,35.385566492,32.9920875824
 03/18  10:00:00,13.0083333333,5.2,305.8333333333,32.7744270715,35.9907388882,36.6541994344,36.8155219873,36.8932003606,36.9152677354,36.8383393745,35.6675250033
 03/18  11:00:00,13.4416666667,4.85,280.8333333333,32.5777975333,35.8232544152,36.4767758401,36.6582792492,36.7228431647,36.7623947445,36.6626960277,35.7869152846
 03/18  12:00:00,14.1916666667,5.2416666667,277.5,32.4268164787,35.6936967655,36.35884866,36.540242675,36.6085464224,36.6466755745,36.5418630958,35.8085581917
 03/18  13:00:00,14.1083333333,5.4083333333,290,32.578532784,35.8166609005,36.4911226004,36.6606888286,36.7416272373,36.7681775146,36.6697672994,36.1952734677
 03/18  14:00:00,14.8916666667,5.7833333333,301.6666666667,33.9817740395,37.2159960471,37.9241139788,38.0796694829,38.1875523029,38.1988044151,38.1028664971,38.4798148174
 03/18  15:00:00,15.8916666667,5.9083333333,304.1666666667,36.0247148166,39.2211685868,39.9172111584,40.0866574514,40.1894790777,40.2178009758,40.1087607986,42.0637537152
 03/18  16:00:00,15.4583333333,5.9916666667,300,38.3301916217,41.4814053936,42.1726867001,42.3438567181,42.4428423489,42.4719766948,42.3615968145,46.344532045
 03/18  17:00:00,14.3583333333,6.7833333333,288.3333333333,39.279787424,42.4125533558,43.0656990354,43.2532942702,43.3241439496,43.3697722417,43.2332452444,48.2733489893
 03/18  18:00:00,13.2583333333,6.325,285.8333333333,37.7048811155,40.8480116127,41.467494802,41.6638672495,41.7089433663,41.7698364958,41.6145613289,45.4766057664
 03/18  19:00:00,12.1583333333,5.0583333333,278.3333333333,34.180583396,37.3882676613,37.9776712744,38.1977762894,38.2102045541,38.2956464977,38.1264312497,39.3906268463
 03/18  20:00:00,11.35,4.0166666667,270,32.6434737542,35.8383441761,36.4650995922,36.6444437812,36.6925761831,36.7378133667,36.6145767772,36.5044334435
 03/18  21:00:00,11.45,3.6,275.8333333333,31.9077538188,35.1143791458,35.7433063253,35.9168783601,35.9671965476,36.0070253499,35.8927772088,35.0222828585
 03/18  22:00:00,11.9916666667,3.8916666667,280,31.4008696041,34.6179267322,35.2460322505,35.4167764292,35.4670249669,35.5043447911,35.3966041968,33.9508807714
 03/18  23:00:00,11.9083333333,4.7416666667,285.8333333333,30.9461339762,34.1707795534,34.7970520191,34.9664091809,35.0154917886,35.0517839058,34.9484529952,33.0139262464
 03/18  24:00:00,11.35,4.2666666667,278.3333333333,30.5180763119,33.7490590231,34.3745521973,34.5422645458,34.5909292498,34.6257402888,34.5260783965,32.1550665114
 03/19  01:00:00,10.8083333333,5.7,275.8333333333,30.1054115751,33.3392130718,33.9629131087,34.1302200607,34.1776405566,34.2122653089,34.1140202063,31.3545616294
 03/19  02:00:00,9.9,4.8083333333,297.5,29.7205209272,32.9538737183,33.5772115838,33.7424867627,33.7900894749,33.8228959489,33.7260688353,30.6116847069
 03/19  03:00:00,9.75,4.325,298.3333333333,29.4139762604,32.6469077387,33.2709391831,33.4342748343,33.4824514506,33.5133588627,33.4168422848,30.0006258352
 03/19  04:00:00,10,5.4916666667,290,29.1734294214,32.3968632094,33.0190665425,33.1803464845,33.2282062362,33.2576014274,33.1597348986,29.5055492956
 03/19  05:00:00,9.3583333333,4.7666666667,290,28.8914788504,32.1108661689,32.7301442897,32.8920817437,32.9376345557,32.9678924769,32.8653309744,28.9848637439
 03/19  06:00:00,8.55,4.7416666667,301.6666666667,28.5536492386,31.7680116014,32.3866587921,32.5483649068,32.5933784085,32.6234454282,32.5168053423,28.3992087133
 03/19  07:00:00,8.3,7.3,315.8333333333,29.2039745216,32.3505768437,33.0090270189,33.1249192151,33.2128606733,33.1979432225,33.130463705,29.1308121007
 03/19  08:00:00,9.2916666667,9.0916666667,314.1666666667,33.4763095211,36.5220746289,37.1808661641,37.2898514676,37.3895783997,37.3658198669,37.2967422508,35.5667554126
 03/19  09:00:00,10.35,10.175,315.8333333333,36.0577561637,39.1193511386,39.7592545445,39.9100238529,39.9880073989,39.9988989219,39.8911245948,40.824043281
 03/19  10:00:00,11.2416666667,8.7,314.1666666667,36.9354903413,40.0405380916,40.6892197105,40.8718470126,40.9392894954,40.9700244587,40.8513519117,43.1949332139
 03/19  11:00:00,12.3416666667,4.8083333333,158.3333333333,36.380466051,39.57634888,40.2314795498,40.4412480662,40.5044325653,40.553383852,40.4149133504,42.8596133538
 03/19  12:00:00,13.4416666667,3.1,61.6666666667,35.0478556567,38.3167986027,38.9807484794,39.1888195987,39.2482560381,39.2989162967,39.1560105737,40.8240249629
 03/19  13:00:00,14.1916666667,2.5166666667,58.3333333333,34.7194246574,37.9722559305,38.6633941424,38.8416394879,38.9270799814,38.9495013128,38.8409100946,40.1815055836
 03/19  14:00:00,15.1,4.2,201.6666666667,36.3255277102,39.5832841455,40.2914339085,40.4684913437,40.5742080289,40.595937476,40.4842952737,42.8668349413
 03/19  15:00:00,15.25,7.1583333333,310,38.7714104962,41.9876811274,42.6977871627,42.8845142015,42.9901830659,43.0267357598,42.9225655878,47.3665563551
 03/19  16:00:00,14.3583333333,7.9083333333,304.1666666667,40.7438250733,43.9019197645,44.5989074365,44.7848635657,44.8817875842,44.9173215949,44.8127137248,50.9695411364
 03/19  17:00:00,13.55,8.6333333333,300,41.3943800192,44.528224727,45.1867637836,45.3824784653,45.453746217,45.4995666556,45.3766074532,52.1402765106
 03/19  18:00:00,12.6583333333,8.6583333333,294.1666666667,39.9081868565,43.0547121813,43.6765198668,43.8802422036,43.924094773,43.9854837832,43.84759974,49.4211752803
 03/19  19:00:00,11.9083333333,8.55,295.8333333333,35.9795737864,39.2045657903,39.7902077382,40.0206828363,40.0275674965,40.1169141769,39.9585649156,42.5917582558
 03/19  20:00:00,11.35,7.575,305.8333333333,34.2661837459,37.4818924832,38.1077353086,38.2927593672,38.3390895451,38.3838742098,38.2769611314,39.3330160662
 03/19  21:00:00,10.8083333333,5.825,304.1666666667,33.3483863505,36.5885421351,37.215715179,37.3968208956,37.4439333568,37.48496216,37.3889354044,37.5452924513
 03/19  22:00:00,10.6,5.2,294.1666666667,32.6645159218,35.9258425429,36.5540617319,36.7321225911,36.779906548,36.8180169041,36.7322451541,36.1707374445
 03/19  23:00:00,10.6,5.2,301.6666666667,32.1293556976,35.4062982777,36.0349557714,36.2103464427,36.258647833,36.2943023453,36.2174583015,35.0564935366
 03/19  24:00:00,10.25,4.85,310,31.6593391037,34.9496916421,35.5778026324,35.7519514238,35.7997205301,35.8342985446,35.7636476629,34.08843328
 03/20  01:00:00,9.65,4.0166666667,304.1666666667,31.2206591556,34.522042036,35.150368219,35.3232424413,35.3709401796,35.4043054627,35.3384788743,33.2050599553
 03/20  02:00:00,9.4,3.3083333333,294.1666666667,30.8483489414,34.1569200704,34.786341168,34.9574384525,35.0058935529,35.037517133,34.9756075561,32.4442090339
 03/20  03:00:00,9.1083333333,2.8083333333,255,30.5164116387,33.8298839994,34.4590065613,34.6296694139,34.6776495661,34.7089155881,34.6481143463,31.7747637159
 03/20  04:00:00,8.2583333333,2.6,259.1666666667,30.1522805175,33.4683820284,34.0960686763,34.2670084449,34.3135462354,34.3452720234,34.2831910846,31.0877983594
 03/20  05:00:00,7.45,2.8916666667,297.5,29.7870277453,33.099869484,33.7267133553,33.8961712594,33.9423899129,33.9730392921,33.9096241803,30.4071436657
 03/20  06:00:00,7.55,2.1666666667,228.3333333333,29.5131797211,32.8215048529,33.4503154543,33.617316503,33.6656620254,33.6936217701,33.6298893103,29.8641241168
 03/20  07:00:00,7.8,0.625,70.8333333333,30.6528964548,33.9010864462,34.585575167,34.7001124599,34.8039274504,34.7789896766,34.7666236649,31.2458278054
 03/20  08:00:00,9.725,0,0,35.7126767791,38.9025764943,39.5824377523,39.7126661593,39.819292506,39.8047406478,39.7832571703,39.183217888
 03/20  09:00:00,12.3833333333,0.875,11.6666666667,38.2690265533,41.4545234093,42.1208650468,42.2901554255,42.378124005,42.3953135903,42.3448418025,44.6304829861
 03/20  10:00:00,13.9416666667,3.6583333333,183.3333333333,38.9758175727,42.1932065873,42.8608259095,43.0599922079,43.131608893,43.1681027703,43.1040199722,46.6559302289
 03/20  11:00:00,14.4,6.6583333333,305.8333333333,38.2393695233,41.5376946872,42.207123586,42.4305642041,42.4968120378,42.5499417001,42.4664095994,45.906988115
 03/20  12:00:00,14.75,7.7,304.1666666667,36.6926179799,40.0674637653,40.7558482348,40.9754695424,41.0365584853,41.0902927974,40.9970771393,43.4235000943
 03/20  13:00:00,15.35,9.2166666667,305.8333333333,36.2270221662,39.5766989319,40.2780923609,40.4614740829,40.5493499613,40.5707212793,40.5113231005,42.4764198425
 03/20  14:00:00,15.25,9.075,310,37.8822795858,41.2408877867,41.974913452,42.1587368207,42.2689782669,42.2910490672,42.2266029686,45.1923011351
 03/20  15:00:00,14.65,8.55,292.5,40.2249367822,43.5464561805,44.2713891424,44.467940198,44.5764808756,44.6164436217,44.5701832198,49.4782271018
 03/20  16:00:00,13.7583333333,9.9666666667,291.6666666667,42.2936092,45.5527163995,46.2653428296,46.4591968471,46.5604997622,46.5978003619,46.5539048759,53.1783923313
 03/20  17:00:00,13.0083333333,11.0916666667,288.3333333333,43.155695742,46.3848869416,47.0606725392,47.2615885187,47.3396409026,47.3845839073,47.3255709332,54.6767828478
 03/20  18:00:00,12.1583333333,11.0083333333,274.1666666667,41.943544736,45.1875397252,45.8209705292,46.0326773604,46.0787736093,46.1432796845,46.065970517,52.4683837298
 03/20  19:00:00,11.35,7.1833333333,281.6666666667,37.6151904891,40.9623049108,41.5531093205,41.7986323479,41.800847276,41.8999494178,41.7895278459,45.0546636504
 03/20  20:00:00,10.8083333333,4.3083333333,290,35.7442258891,39.0914165092,39.7302594953,39.9254229699,39.9729069615,40.0220042798,39.9672232959,41.5208662552
 03/20  21:00:00,10.6,4.7416666667,278.3333333333,34.7671983629,38.1388173778,38.7794495244,38.9693462084,39.0184970308,39.0628120797,39.0205058901,39.6097637247
 03/20  22:00:00,10.6,5.2,275.8333333333,34.0570232388,37.4490368063,38.0895389239,38.2757589139,38.3252056509,38.3664376261,38.3347803327,38.1651899073
 03/20  23:00:00,10.6,4.2666666667,280,33.5041255863,36.9159226064,37.5575082738,37.7405837245,37.7908611667,37.8292439747,37.8073261054,37.005288764
 03/20  24:00:00,10.6,3.3083333333,280,33.0471316603,36.4776683982,37.1204498273,37.3019539581,37.3526289609,37.389507398,37.3750272528,36.0404812828
 03/21  01:00:00,10.6,3.1,285.8333333333,32.6533653636,36.095792328,36.7389126326,36.9186718077,36.9695059189,37.0049470363,36.9959393303,35.204092422
 03/21  02:00:00,10.8916666667,3.3916666667,284.1666666667,32.32727929,35.7748315411,36.417674954,36.5951153873,36.6461539097,36.6798163692,36.6746569469,34.4946562705
 03/21  03:00:00,10.8083333333,3.3083333333,285.8333333333,32.0212757982,35.4729036067,36.1142112298,36.2909787065,36.34090067,36.3743800726,36.370050776,33.8548490399
 03/21  04:00:00,10.8916666667,3.1,290,31.7431741761,35.1951785311,35.8369446132,36.0113572888,36.0619832985,36.0935770282,36.090349631,33.2747172614
 03/21  05:00:00,10.4583333333,3.1,278.3333333333,31.4391851261,34.8932954821,35.532058741,35.7080230543,35.7558887317,35.7894432076,35.7824638621,32.69777961
 03/21  06:00:00,10,2.5166666667,258.3333333333,31.136219211,34.5872537751,35.2280081468,35.4009101983,35.4506897687,35.4815558229,35.4742531527,32.1199695436
 03/21  07:00:00,10.6416666667,2.3916666667,261.6666666667,31.0737051621,34.5154513394,35.1611271186,35.3282087376,35.3830081777,35.4083037956,35.4025096111,31.9142686862
 03/21  08:00:00,12.0916666667,2.6,270,31.3256076471,34.7570771301,35.4089771028,35.5715862538,35.6323341765,35.6527810852,35.6477792126,32.2944303183
 03/21  09:00:00,12.45,4.7,287.5,31.9482720865,35.3502494618,36.0201593394,36.1671607531,36.245900276,36.2499979543,36.2568938558,33.319340142
 03/21  10:00:00,13.4833333333,6.2,311.6666666667,34.1211859457,37.5132162783,38.1984969714,38.3505309248,38.4388522117,38.4420762306,38.4518317446,37.0294248363
 03/21  11:00:00,14.4,6.2,314.1666666667,34.6244257344,38.0546883427,38.730783945,38.9089075204,38.983398835,39.0091554117,38.9938170896,38.4654270333
 03/21  12:00:00,15.1,6.2,292.5,34.8293615621,38.3215813665,39.0123800494,39.2028558325,39.2761424174,39.3094344191,39.283059698,39.2081363197
 03/21  13:00:00,15.6,8.5916666667,297.5,35.090846736,38.5534397262,39.2596246249,39.4326348959,39.5237259064,39.5402240081,39.5251744269,39.7470163909
 03/21  14:00:00,15.25,8.7833333333,310,36.7989148248,40.2477896398,40.9846893989,41.1532923142,41.2665542631,41.2784168629,41.2720915015,42.5320379616
 03/21  15:00:00,14.3583333333,7.1166666667,298.3333333333,38.7547840092,42.1554272599,42.8714288141,43.0589158909,43.1609461486,43.1952629524,43.1722070128,46.150678969
 03/21  16:00:00,13.55,8.8,290,39.6960119417,43.0586895562,43.7498596391,43.9459873345,44.0285297855,44.072859171,44.0325945033,47.9447759374
 03/21  17:00:00,12.3666666667,10.5916666667,295.8333333333,38.5985774928,41.9582277518,42.6097913131,42.8187046562,42.871978692,42.9312038183,42.8657497033,45.9283558695
 03/21  18:00:00,11.35,10.2166666667,294.1666666667,36.1487293018,39.5525666808,40.1815945993,40.3926261335,40.425928577,40.4927718849,40.4197201656,41.8356472586
 03/21  19:00:00,10.8083333333,8.575,301.6666666667,34.1133831113,37.5282494955,38.161185284,38.3606906812,38.3982139468,38.4545347623,38.3912328879,38.3210956277
 03/21  20:00:00,10.25,8.6333333333,298.3333333333,33.1554241923,36.5694719617,37.2129045716,37.396548549,37.4452225067,37.4866031909,37.4400424495,36.4341869764
 03/21  21:00:00,10,9.8833333333,295.8333333333,32.514794296,35.9351745974,36.5784195832,36.7579964441,36.8071985716,36.8452876984,36.8045114546,35.1458253186
 03/21  22:00:00,10,10.8833333333,305.8333333333,32.0258236692,35.4504089306,36.0928653845,36.2692432916,36.3187976668,36.3544758641,36.3181654215,34.1286116435
 03/21  23:00:00,9.65,11.0083333333,310,31.5725124127,35.0032650207,35.644224203,35.8200524975,35.8684617673,35.9039871194,35.8693176024,33.2219953737
 03/21  24:00:00,9.1083333333,8.7,310,31.1525379196,34.5878503185,35.2297259465,35.4033961178,35.4524394308,35.4861181496,35.4533017087,32.3923275272
 03/22  01:00:00,8.9,6.9083333333,310,30.8199230766,34.2563164271,34.8980253566,35.0694107831,35.1183499907,35.1502150266,35.117219397,31.7070400135
 03/22  02:00:00,8.55,6.4083333333,310,30.5025236337,33.9373417598,34.5773735134,34.7480255373,34.7956608368,34.827284026,34.791548165,31.0798173511
 03/22  03:00:00,8.3,6.2,310,30.1976558779,33.6268260422,34.2662310925,34.4348911542,34.4824393485,34.5126108575,34.4741219977,30.4879994823
 03/22  04:00:00,8.65,6.4916666667,310,29.9647391478,33.384213476,34.0230468757,34.189168047,34.2370489397,34.2653253703,34.2234303489,30.013155823
 03/22  05:00:00,8.55,6.4083333333,310,29.7173651718,33.1300661751,33.7662409799,33.932934747,33.9787807526,34.0080809762,33.9593209812,29.5540775094
 03/22  06:00:00,8.3,4.975,333.3333333333,29.4455492182,32.8513389552,33.4883941353,33.6538449544,33.7003190898,33.7283941431,33.6743671668,29.0705105352
 03/22  07:00:00,7.3666666667,4.1,303.3333333333,30.3190323438,33.6716048153,34.3419272054,34.4708607855,34.5520656527,34.5443484189,34.5183735201,30.2458621176
 03/22  08:00:00,8.275,5.325,293.3333333333,31.750656605,35.0959894167,35.7551681563,35.8992552105,35.9703027846,35.9760784929,35.9313733966,32.774444463
 03/22  09:00:00,8.1166666667,6.7833333333,310,32.2369752677,35.5803085778,36.2469865844,36.4121070996,36.486442552,36.5063744689,36.4535793855,34.1732333813
 03/22  10:00:00,8.4833333333,6.0333333333,292.5,33.6316231484,36.9716620013,37.6711721399,37.8340289356,37.9304816379,37.9465335151,37.9059863142,36.7614174533
 03/22  11:00:00,10.1,6.3666666667,297.5,34.2143856028,37.61375058,38.2871551646,38.4831034537,38.5483980223,38.593835448,38.5118030442,38.1020171515
 03/22  12:00:00,10.8916666667,8.425,304.1666666667,33.5225101688,36.9218275279,37.5901281524,37.7862860294,37.8457169071,37.8917723245,37.795588113,37.3356479479
 03/22  13:00:00,11.1,9.5916666667,300,33.2610788601,36.6485754294,37.3414362948,37.5159735088,37.5955675921,37.61977224,37.5385341361,36.840166957
 03/22  14:00:00,11.1,10.0916666667,294.1666666667,35.0558091976,38.4603700866,39.2035568378,39.3744496418,39.4855005514,39.4946455738,39.42933917,39.6291048688
 03/22  15:00:00,11.1,10.3,295.8333333333,36.3249196653,39.6517450906,40.353998753,40.5456891525,40.6345538359,40.6678134728,40.5726643135,41.7517500779
 03/22  16:00:00,10.8083333333,9.7166666667,282.5,38.8652397408,42.1371017854,42.8545556935,43.0223615682,43.1291663901,43.1486552181,43.0634538883,46.297796773
 03/22  17:00:00,10.25,8.6583333333,293.3333333333,39.4182807128,42.6876680432,43.3557664715,43.5517771426,43.616764314,43.6626227657,43.5414690476,47.5823030514
 03/22  18:00:00,9.65,8.2,310,38.0254158841,41.299058895,41.9371911546,42.1363439246,42.1849417261,42.2387179411,42.1046221605,44.9877588643
 03/22  19:00:00,9.1083333333,7.6166666667,310,34.6482529483,37.9989026465,38.5973499771,38.8261092091,38.8315237204,38.9179015686,38.7619715977,39.4819450467
 03/22  20:00:00,8.9,6.0333333333,298.3333333333,32.9862350541,36.3185136329,36.9604339324,37.1431797839,37.190440355,37.2312386502,37.1231975187,36.4022406894
 03/22  21:00:00,8.55,5.4916666667,290,32.1764023256,35.5248696604,36.1661976779,36.3466158267,36.3930496778,36.4319470596,36.3284724036,34.8298210227
