Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),FLOOR 0:Zone Mean Air Temperature [C](Hourly),FLOOR 1:Zone Mean Air Temperature [C](Hourly),FLOOR 2:Zone Mean Air Temperature [C](Hourly),FLOOR 3:Zone Mean Air Temperature [C](Hourly),FLOOR 4:Zone Mean Air Temperature [C](Hourly),FLOOR 5:Zone Mean Air Temperature [C](Hourly),FLOOR 6:Zone Mean Air Temperature [C](Hourly),FLOOR 7:Zone Mean Air Temperature [C](Hourly) 
 07/18  10:00:00,13.1333333333,6.075,250,37.5572537585,42.3338462226,43.2772652302,43.4991181142,43.5998777592,43.6203619215,43.4079499002,39.6085138028
 07/18  11:00:00,13.9416666667,6.4916666667,255.8333333333,38.1700158223,42.9253321972,43.8864201881,44.0995092818,44.2159981791,44.225257282,44.0190596755,40.8033575336
 07/18  12:00:00,15.1,6.9916666667,260,38.9659058482,43.7416587743,44.7112175355,44.939216182,45.0553114409,45.0752477507,44.856439682,42.5216824224
 07/18  13:00:00,16.2416666667,7.4916666667,265.8333333333,39.1749131126,43.9433415388,44.9112787573,45.143409338,45.2583854403,45.2798078935,45.0540110613,43.1014944023
 07/18  14:00:00,16.5833333333,7.8166666667,270,39.7926935134,44.5593608409,45.5486445222,45.7761260345,45.9061379102,45.9184438798,45.698010084,44.2256508367
 07/18  15:00:00,16.3833333333,7.9583333333,264.1666666667,40.720741592,45.4554363987,46.4414034613,46.668559956,46.8039603546,46.8184707153,46.5939432337,45.9160480763
 07/18  16:00:00,16.1833333333,8.1166666667,260,41.5980083879,46.3047975212,47.2765941772,47.5045419732,47.6358510943,47.6539690543,47.428809683,47.3371904931
 07/18  17:00:00,15.75,7.7916666667,260,41.5280732865,46.219303415,47.1680644358,47.4071242738,47.511004928,47.5481980418,47.3003974773,47.3104645454
 07/18  18:00:00,15.2083333333,7.15,260,40.8310180606,45.513222684,46.4389284083,46.6856419275,46.7727037149,46.81451262,46.5514199485,46.1258654496
 07/18  19:00:00,14.65,6.4916666667,260,39.3894958991,44.0760116144,44.9851623771,45.2333264149,45.3086515374,45.3543676145,45.0815974909,43.6995468531
 07/18  20:00:00,14.1666666667,6.025,260,37.7926909598,42.4836007374,43.390926851,43.6325523342,43.7066872426,43.7471924641,43.4761832893,40.9007130725
 07/18  21:00:00,13.825,5.6666666667,260,36.9188248249,41.6039474429,42.5168668592,42.7467779165,42.8274155737,42.8570642877,42.5955620656,39.1752237918
 07/18  22:00:00,13.4666666667,5.325,260,36.3774037139,41.0612776123,41.9732340768,42.1993873242,42.2798923077,42.3062699461,42.0471845603,38.0780727129
 07/18  23:00:00,13.1833333333,5.3166666667,260,35.9286642141,40.608830604,41.5189000003,41.7423092243,41.821987321,41.8460807053,41.5878840312,37.17183169
 07/18  24:00:00,13.0416666667,5.4583333333,265.8333333333,35.5394592857,40.2129717302,41.1210746045,41.3421568987,41.421058046,41.4432395971,41.1847969457,36.3930151626
 07/19  01:00:00,12.8833333333,5.6166666667,270,35.1882080218,39.8529070049,40.7586718954,40.978023865,41.055828776,41.0766646298,40.8163402342,35.7051546431
 07/19  02:00:00,12.8,5.4083333333,270,34.8703117148,39.5244455832,40.4285397281,40.64592706,40.7231780012,40.7423528302,40.4793376456,35.0931459714
 07/19  03:00:00,12.8,4.85,264.1666666667,34.5885384918,39.2317533407,40.1344723267,40.3505812079,40.4272276169,40.4452450838,40.1782522711,34.5598718459
 07/19  04:00:00,12.8,4.3083333333,260,34.3253218629,38.9566757816,39.8578314846,40.0727452895,40.1486224246,40.1656177683,39.8932970229,34.0763562915
 07/19  05:00:00,12.8,4.3333333333,254.1666666667,34.0693042319,38.686357027,39.5853952795,39.799407298,39.874190909,39.8904975141,39.6116113368,33.6216616745
 07/19  06:00:00,12.8,4.675,244.1666666667,33.9518427832,38.5477261101,39.4487595671,39.6581870236,39.7362599827,39.7480207491,39.4661414235,33.414576073
 07/19  07:00:00,12.8,5.0333333333,234.1666666667,34.14069173,38.7060301837,39.6177143225,39.8159166027,39.9056578727,39.9056544814,39.6282362563,33.7267778051
 07/19  08:00:00,13.4416666667,5.4916666667,235.8333333333,35.3739540061,39.9080689169,40.8284683994,41.0240588615,41.122358681,41.1170692411,40.840228939,35.8619708633
 07/19  09:00:00,14.5416666667,5.9916666667,251.6666666667,35.9412502177,40.4602947975,41.3827213589,41.5815269475,41.6815101674,41.6791562204,41.3943219293,37.1122585458
 07/19  10:00:00,15.6416666667,6.4916666667,265.8333333333,37.477163375,41.9759508596,42.9216345513,43.1134307583,43.2408943183,43.229227297,42.9543290971,39.8369889307
 07/19  11:00:00,16.45,6.875,270,38.8574283331,43.4264977661,44.3921865954,44.630674312,44.751680903,44.7717188217,44.4770753481,42.7656630169
 07/19  12:00:00,16.9916666667,7.2333333333,275.8333333333,38.1448562652,42.7889355523,43.7589896754,44.0168792921,44.1176335436,44.1588011423,43.8291240483,42.3160508763
 07/19  13:00:00,17.55,7.575,280,37.9059619183,42.5202579619,43.4951072982,43.7308176258,43.8451861667,43.8559758415,43.5451521074,41.9604579876
 07/19  14:00:00,17.6833333333,8.1083333333,280,39.3762310892,44.0165490962,45.0534995458,45.2751506215,45.4286374667,45.4219955603,45.1257110278,44.3857226458
 07/19  15:00:00,17.4833333333,8.8083333333,280,41.6064765514,46.1575934752,47.1681839847,47.3990104052,47.5681876317,47.5759729032,47.2324074337,48.2859427964
 07/19  16:00:00,17.2833333333,9.5083333333,280,43.4466594785,47.9463045276,48.9231694569,49.1588606085,49.3171721458,49.3314718099,48.9980723349,51.7711116577
 07/19  17:00:00,16.9083333333,9.3916666667,280,44.3986024801,48.8418159027,49.8014787714,50.0388533151,50.1599734931,50.1966119489,49.845834373,53.5503965512
 07/19  18:00:00,16.35,8.6916666667,280,43.9493133753,48.3711730239,49.2956263246,49.5466279892,49.6449672014,49.6818481542,49.3139920608,52.679305597
 07/19  19:00:00,15.8083333333,7.9916666667,280,41.9207197175,46.359125172,47.2528052137,47.5096286441,47.5861438681,47.6343948434,47.2668909569,48.9614456299
 07/19  20:00:00,15.1333333333,7.525,280,39.1204146996,43.5990361666,44.4779504693,44.7398566628,44.7991303727,44.8553813251,44.4986863204,44.3450870172
 07/19  21:00:00,14.3916666667,7.1666666667,280,37.6084148635,42.0827874814,42.9852888274,43.2195787713,43.3014536233,43.3300760807,43.0043186047,41.5139409167
 07/19  22:00:00,13.6333333333,6.825,280,36.7755699988,41.2629751535,42.1644926234,42.3955348715,42.4765682405,42.5019909875,42.1836987611,39.8940278423
 07/19  23:00:00,13.1833333333,6.875,280,36.1368482243,40.6309393759,41.5319496455,41.7590780215,41.8401996724,41.8618652739,41.5513566807,38.6167514912
 07/19  24:00:00,13.0416666667,7.2333333333,280,35.6424738276,40.1380126195,41.0370818572,41.2609656478,41.3414089988,41.360166133,41.0555206894,37.5943311309
 07/20  01:00:00,12.8833333333,7.575,280,35.2289650779,39.7215522522,40.6178545343,40.8388483262,40.9181609957,40.9344974163,40.6336695385,36.7337373427
 07/20  02:00:00,12.6833333333,7.5833333333,280,34.8593045629,39.3468366565,40.2400546653,40.4588898921,40.5367399317,40.5513226381,40.2522479562,35.9796806762
 07/20  03:00:00,12.4833333333,7.4416666667,274.1666666667,34.5115774797,38.9929868306,39.8838605001,40.1010721801,40.1778356785,40.1910323107,39.8923235938,35.2957813868
 07/20  04:00:00,12.2833333333,7.2833333333,270,34.1871578293,38.6600811608,39.5486674927,39.7644033603,39.8401603615,39.8521175519,39.5523767532,34.6732696648
 07/20  05:00:00,12.55,7.2,275.8333333333,33.9177376462,38.3784080016,39.2657257067,39.4789628643,39.554860681,39.5645875583,39.2636976861,34.1473691307
 07/20  06:00:00,13.0916666667,7.2,285.8333333333,33.8324119704,38.276782359,39.1667898764,39.3754339731,39.4551653295,39.4601623534,39.1604281578,33.9448152218
 07/20  07:00:00,13.65,7.2,295.8333333333,34.2165774415,38.6262299326,39.5353794988,39.7254098217,39.8254026636,39.8109734772,39.5272377225,34.5111000278
 07/20  08:00:00,14.425,7.0833333333,294.1666666667,36.8792652724,41.2232435971,42.162498027,42.3301818431,42.461464131,42.4210965265,42.1626456023,38.6950524954
 07/20  09:00:00,15.3833333333,6.9416666667,290,40.3556355019,44.6622150638,45.6012107177,45.7907836684,45.9176711917,45.8968369572,45.5749060908,44.6766950548
 07/20  10:00:00,16.325,6.7833333333,284.1666666667,41.4515047987,45.8140029343,46.731692034,46.9630423378,47.0891566514,47.1089953544,46.7696667559,47.5203854248
 07/20  11:00:00,17.1083333333,7.1083333333,280,40.7278062797,45.1793327586,46.1224698806,46.3985530252,46.5020274363,46.5491924106,46.19668148,46.8864602565
 07/20  12:00:00,17.8666666667,7.8083333333,280,39.2073717566,43.730449537,44.6977648123,44.9675763607,45.0660699645,45.1129164681,44.7747227438,44.7944937756
 07/20  13:00:00,18.6083333333,8.5083333333,280,38.7801522948,43.2770233578,44.2445799602,44.4843888971,44.5997677383,44.6096626986,44.3000290183,44.0341028375
 07/20  14:00:00,18.7833333333,9.5,280,40.2188996666,44.7466577667,45.7730952787,46.012562025,46.1685824618,46.159968698,45.8664759175,46.3078773633
 07/20  15:00:00,18.5833333333,10.7,274.1666666667,42.4697632391,46.9139837656,47.9284860228,48.1706261429,48.3480266393,48.3555976518,48.0337873174,50.2563383462
 07/20  16:00:00,18.3833333333,11.9,270,44.6073758777,48.9958702151,49.9857892121,50.2249471216,50.3903103253,50.4074972088,50.0982267929,54.1802751653
 07/20  17:00:00,17.775,11.7,270,46.0365772494,50.3594046892,51.334422137,51.5726543873,51.7046335341,51.7346600706,51.4234922414,56.7526236964
 07/20  18:00:00,16.875,10.5,275.8333333333,46.2620693532,50.5602720805,51.4903749491,51.7421847428,51.8511791872,51.8813912753,51.5561585897,57.0912885258
 07/20  19:00:00,15.975,9.3,280,44.7919584737,49.1014632229,49.9959240028,50.2533744751,50.3390390099,50.38286395,50.0449846147,54.3462237364
 07/20  20:00:00,15.25,8.9166666667,280,41.1091788433,45.4945910664,46.3523722785,46.6347906432,46.6825399271,46.7537929087,46.4064959094,48.1291727505
 07/20  21:00:00,14.7083333333,9.0583333333,274.1666666667,39.1106153069,43.4937958055,44.3867631682,44.6288176545,44.7103907972,44.7420988096,44.4450640491,44.4832812784
 07/20  22:00:00,14.15,9.2166666667,270,38.1236429188,42.5245183772,43.4197045396,43.655153549,43.7392413546,43.7643483995,43.481166073,42.5724635035
 07/20  23:00:00,13.55,8.4833333333,275.8333333333,37.3640942531,41.7841303888,42.678245787,42.9112665579,42.9944737528,43.0171193422,42.7435515297,41.0872535193
 07/20  24:00:00,13.0083333333,7.1416666667,280,36.7409297444,41.1775880735,42.0715964398,42.3021554314,42.3851262315,42.4051861345,42.1403496773,39.8473120997
 07/21  01:00:00,12.45,5.7833333333,285.8333333333,36.2077805746,40.6579839866,41.5517068154,41.780580511,41.863049807,41.8812629947,41.6230720278,38.7835165038
 07/21  02:00:00,12.4333333333,4.7916666667,295.8333333333,35.7752609959,40.2332312975,41.1278357949,41.3540866034,41.4373576149,41.4528201127,41.2007591453,37.8976180092
 07/21  03:00:00,12.775,4.0916666667,300,35.4381113576,39.8999168564,40.7941850701,41.0190305581,41.1022014462,41.1161991013,40.8676659801,37.1891411571
 07/21  04:00:00,13.1333333333,3.3916666667,305.8333333333,35.1434101951,39.6061429982,40.500091627,40.7238074725,40.8069029947,40.8197097509,40.5730161878,36.5789293075
 07/21  05:00:00,13.5333333333,4.2083333333,298.3333333333,34.8745851768,39.3306659718,40.2221331322,40.4449578399,40.5269610204,40.5392423025,40.2923039726,36.0347859812
 07/21  06:00:00,13.875,6.1083333333,284.1666666667,36.6888360857,41.0474114431,41.9779804292,42.1461372475,42.2755397062,42.2358126602,42.0379586732,38.3691150329
 07/21  07:00:00,14.2333333333,8.0083333333,268.3333333333,41.2164211441,45.4442254239,46.3576955001,46.5312908177,46.6610992899,46.6244791978,46.4125498416,45.3695584146
 07/21  08:00:00,14.6333333333,8.5083333333,260,43.9460355369,48.1651538813,49.0664557865,49.2727200125,49.3910062188,49.3766254162,49.1349487298,50.9349119209
 07/21  09:00:00,15.0333333333,7.95,260,45.2190347971,49.4556487855,50.3735366292,50.594221469,50.708966369,50.7121658573,50.458270613,53.982174846
 07/21  10:00:00,15.4333333333,7.4083333333,260,45.1124491342,49.4318092997,50.3417828032,50.5884200216,50.7188839388,50.7500371648,50.485161114,54.460713213
 07/21  11:00:00,16.0083333333,7.3166666667,265.8333333333,43.8887147859,48.3085573774,49.2442538954,49.5339265341,49.6430309183,49.6979399435,49.4288561617,52.7961084569
 07/21  12:00:00,16.7666666667,7.4583333333,270,42.0815779739,46.6144153762,47.5771034326,47.8573184741,47.9619622168,48.0135673038,47.7462316005,49.9941379373
 07/21  13:00:00,17.5083333333,7.6166666667,275.8333333333,41.3375438193,45.8499768802,46.8109770399,47.0623995064,47.179012909,47.1960497027,46.9611029009,48.6090015241
 07/21  14:00:00,17.6833333333,7.7,280,42.602453516,47.1653715782,48.1955921188,48.4392320372,48.6045013704,48.5957401369,48.3817907032,50.477771517
 07/21  15:00:00,17.4833333333,7.7,280,44.8519041876,49.326018394,50.3434549437,50.5926979925,50.7775788522,50.7878374519,50.569444215,54.2694751185
 07/21  16:00:00,17.2833333333,7.7,280,46.9191171382,51.3464932524,52.3386709791,52.5849861802,52.7565439111,52.7769028404,52.5764510695,57.979005629
 07/21  17:00:00,16.7916666667,7.4083333333,280,48.3205561102,52.6900534065,53.6680850295,53.9129007146,54.0507943892,54.0838507548,53.8856889679,60.417443187
 07/21  18:00:00,16.0333333333,6.9083333333,274.1666666667,48.4957462123,52.8485859958,53.780669562,54.0397686804,54.1538746352,54.1874703758,53.9780049667,60.612343093
 07/21  19:00:00,15.2916666667,6.4083333333,270,46.9386737871,51.3092694539,52.2063872272,52.4702215615,52.561664251,52.6083503076,52.3901881287,57.6574775463
 07/21  20:00:00,14.65,5.9083333333,270,43.0866339171,47.5885077452,48.4476928278,48.7097356787,48.7585747723,48.8358907857,48.594649529,51.2839124707
 07/21  21:00:00,14.1083333333,5.35,275.8333333333,41.0581623673,45.5428723383,46.4385824462,46.6839746585,46.7709288629,46.8051766569,46.6150297021,47.5435876341
 07/21  22:00:00,13.55,4.8083333333,280,40.0404254502,44.551722887,45.4507974041,45.6902642868,45.7800239795,45.8076785213,45.6332122315,45.550595556
 07/21  23:00:00,13.1833333333,4.0166666667,256.6666666667,39.2723036807,43.8109638713,44.7102835901,44.9477121888,45.0370568873,45.0623583301,44.8993060429,44.0176570462
 07/21  24:00:00,13.0416666667,2.9583333333,222.5,38.6657988761,43.2290679926,44.1299648097,44.3656190063,44.4554452497,44.4785658464,44.3260452778,42.7743754101
 07/22  01:00:00,12.8833333333,1.9166666667,186.6666666667,38.1563361107,42.7416242018,43.6442788139,43.8793725643,43.969558212,43.9916124215,43.8473717873,41.7271547269
 07/22  02:00:00,12.45,1.7333333333,193.3333333333,37.6825855079,42.2825868926,43.1846156712,43.4197645709,43.5087958037,43.5308701939,43.3915902034,40.7732231437
 07/22  03:00:00,11.9083333333,2.075,239.1666666667,37.2281795522,41.8326287342,42.7325334893,42.9660159206,43.0538225714,43.0747832415,42.9388813408,39.8688265965
 07/22  04:00:00,11.35,2.4333333333,283.3333333333,36.8015314847,41.406362262,42.3036532636,42.5356248398,42.6219688753,42.6420905717,42.5075484634,39.0318387051
 07/22  05:00:00,11.625,2.075,311.6666666667,36.4648006919,41.067656833,41.9659670371,42.1945474373,42.2825108728,42.2996241152,42.1676525749,38.3421417283
 07/22  06:00:00,12.5833333333,1.2333333333,331.6666666667,38.2982290687,42.8225575712,43.7707116539,43.9452430543,44.0865429531,44.0504524131,43.9715331099,40.695804572
 07/22  07:00:00,13.525,0.375,141.6666666667,42.9758894281,47.4231785764,48.3633662556,48.5514105201,48.6957539841,48.6692621291,48.5850602737,47.9523138626
 07/22  08:00:00,14.775,0.5833333333,11.6666666667,45.8722938892,50.2797186761,51.2110926341,51.4361720951,51.5704915471,51.5692115566,51.4590713974,53.8212077818
 07/22  09:00:00,16.2166666667,1.6416666667,25.8333333333,47.2227495157,51.6408053033,52.5861123902,52.8234839836,52.9527194252,52.9683217532,52.8437401298,57.0048775159
 07/22  10:00:00,17.675,2.6833333333,41.6666666667,47.1766067488,51.6702820726,52.6041264786,52.8652408405,53.0090029267,53.0515876947,52.9147613533,57.5587627796
 07/22  11:00:00,19.4666666667,3.5083333333,26.6666666667,46.0389285193,50.6278266007,51.5859314846,51.8882282398,52.0098926443,52.0750732902,51.9339057609,56.0133004418
 07/22  12:00:00,21.525,4.2083333333,202.5,44.3964778142,49.1015876669,50.0866238466,50.3759437127,50.4951515679,50.5531927379,50.4052123961,53.3915557429
 07/22  13:00:00,23.5666666667,4.9083333333,316.6666666667,43.8128030144,48.5056562795,49.4895177335,49.7507750105,49.8811655551,49.9058255186,49.7877256374,52.2332630801
 07/22  14:00:00,23.7583333333,5.9,300,45.1317586962,49.8529025214,50.8934890466,51.1534667838,51.3237273333,51.3299194287,51.2389611834,54.2297378885
 07/22  15:00:00,22.6583333333,7.1,300,47.2780141437,51.9140113095,52.9473389885,53.2087129333,53.4023009462,53.4245963741,53.3320166667,57.9381597688
 07/22  16:00:00,21.5583333333,8.3,300,49.2774194117,53.8650739465,54.8723591412,55.1297912505,55.3098214864,55.3417503128,55.2651410621,61.4875063784
 07/22  17:00:00,20.3416666667,8.2166666667,300,50.5103900237,55.0437341624,56.0338107948,56.2911181695,56.4353022486,56.481506519,56.4042833902,63.6013078568
 07/22  18:00:00,19.0416666667,7.1583333333,305.8333333333,50.2660468968,54.7919423431,55.7353564577,56.0074502644,56.1263782385,56.1744760914,56.0842977444,63.0322998432
 07/22  19:00:00,17.7416666667,6.1166666667,310,48.461978587,53.0282545535,53.9427680302,54.2041633786,54.3006815037,54.3610430916,54.2623824354,59.5960258155
 07/22  20:00:00,16.7916666667,5.2916666667,310,44.8086186146,49.4863618108,50.3633286521,50.6490418504,50.7119357632,50.7937223055,50.6721717296,53.6049619399
 07/22  21:00:00,16.0333333333,4.5916666667,310,42.9300859707,47.6094537341,48.525596142,48.7780186043,48.8760810096,48.91799494,48.8444024136,50.0938597798
 07/22  22:00:00,15.2916666667,3.8916666667,310,41.9388171713,46.6505511409,47.5678049672,47.8166627758,47.9149639575,47.9530000738,47.8925015138,48.1413460705
 07/22  23:00:00,14.7666666667,3.8916666667,310,41.1743011143,45.9129496154,46.8291416742,47.0759309463,47.1729031642,47.2091051908,47.1590975316,46.6022598854
 07/22  24:00:00,14.425,4.45,310,40.5496862468,45.3051836937,46.2195398746,46.4631649668,46.5591329943,46.5929048633,46.552201634,45.3054100811
 07/23  01:00:00,14.0666666667,4.9916666667,310,40.0180359986,44.7843400381,45.6960872601,45.9367951813,46.0313896071,46.0631842332,46.0293874677,44.1895749742
 07/23  02:00:00,13.9,4.9083333333,304.1666666667,39.5617908366,44.3358525867,45.2459405221,45.4837571841,45.5776536443,45.607382151,45.5789468233,43.2274844352
 07/23  03:00:00,13.9,4.35,300,39.1694765546,43.9509276735,44.8600744162,45.096128519,45.1893846505,45.2179322904,45.1926807869,42.4042739123
 07/23  04:00:00,13.9,3.8083333333,294.1666666667,38.8141361534,43.6003511323,44.5085640299,44.743291544,44.8358218728,44.8636090579,44.8395216908,41.6710605759
 07/23  05:00:00,14.0166666667,3.4833333333,290,38.4814859221,43.2696551319,44.1768662856,44.4106534755,44.5024301652,44.5298410265,44.5051556362,41.0017332798
 07/23  06:00:00,14.1583333333,3.3416666667,295.8333333333,39.1581014521,43.8996026703,44.8357020376,45.0361595463,45.1590218775,45.1541096103,45.159012803,41.7844540095
 07/23  07:00:00,14.3166666667,3.1833333333,300,41.9591981094,46.6411656895,47.5872906805,47.7734484861,47.9136096267,47.8940249815,47.9111462514,45.9965359075
 07/23  08:00:00,15.1583333333,3.3916666667,311.6666666667,44.3915149971,49.0408547914,49.9711466491,50.1857331354,50.3180428037,50.3145152186,50.3145135519,50.1101559195
 07/23  09:00:00,16.4583333333,3.8916666667,331.6666666667,45.883838241,50.4816967655,51.4223535756,51.6480006905,51.7783465499,51.7913683858,51.7785079452,53.0812878974
 07/23  10:00:00,17.7583333333,4.3916666667,351.6666666667,46.7622446294,51.4210678468,52.3605687156,52.6090669578,52.7550045301,52.7930738521,52.7689276739,55.2585164794
 07/23  11:00:00,18.9416666667,5.1833333333,354.1666666667,45.9861966006,50.7707774095,51.7278237533,52.0245831765,52.1440841571,52.2136686899,52.1743830765,54.5495173554
 07/23  12:00:00,20.1,6.2416666667,338.3333333333,44.3128696266,49.1958079873,50.1789529531,50.4665701796,50.5810013369,50.6468994277,50.5923327287,52.2456186652
 07/23  13:00:00,21.2416666667,7.2833333333,324.1666666667,43.716488908,48.5745272345,49.5542324798,49.81282321,49.9393363612,49.9713545327,49.9396848139,51.1100113248
 07/23  14:00:00,21.35,7.9333333333,314.1666666667,44.9473032726,49.8456901149,50.8925218785,51.1398351887,51.3143712276,51.3195983716,51.3209948549,52.9237031864
 07/23  15:00:00,20.8083333333,8.275,310,47.3440852527,52.1198199889,53.1514974146,53.4078486551,53.5992886799,53.6273679104,53.6179329499,56.8091223068
 07/23  16:00:00,20.25,8.6333333333,304.1666666667,49.3925397713,54.126098455,55.1321823389,55.3867236428,55.5644271237,55.6033441518,55.6029672384,60.5623970753
 07/23  17:00:00,19.3583333333,8.9166666667,300,50.5902790899,55.2670950815,56.2575183368,56.5113106659,56.6554646348,56.7074816781,56.7026138201,62.661599265
 07/23  18:00:00,18.2583333333,9.0583333333,300,50.6378669149,55.2968108174,56.2430150053,56.509907185,56.630868962,56.683820762,56.6637411582,62.6183387066
 07/23  19:00:00,17.1583333333,9.2166666667,300,48.9466574526,53.6307058771,54.5399435664,54.8136694834,54.9089077222,54.9775217971,54.9416500164,59.4521241165
 07/23  20:00:00,16.2333333333,8.4833333333,300,45.1656709322,49.963688413,50.837550579,51.1334750447,51.1909518727,51.2840651191,51.2183758417,53.3674110891
 07/23  21:00:00,15.4916666667,7.1416666667,300,43.2433931576,48.0454017505,48.9622198937,49.2134544989,49.3109803536,49.3594146093,49.3433319029,49.8101450063
 07/23  22:00:00,14.7333333333,5.7833333333,300,42.2404305916,47.0746565109,47.9925796916,48.2401062096,48.3374805668,48.3824992841,48.3759480701,47.8628842018
 07/23  23:00:00,14.1666666667,5.0833333333,300,41.4637688928,46.3259113422,47.2437428009,47.4891838569,47.5854860167,47.6287771687,47.6298713334,46.3295520073
 07/23  24:00:00,13.825,4.8833333333,300,40.8270339806,45.7092762945,46.6269636736,46.8699045505,46.9656982464,47.0070182743,47.0147823353,45.0420472535
 07/24  01:00:00,13.4666666667,4.6833333333,300,40.2773784767,45.1747161165,46.0917406037,46.3327335759,46.4277116505,46.4676734962,46.4798471519,43.9274289136
 07/24  02:00:00,13.0666666667,4.6,300,39.7901528901,44.6966098805,45.6124563702,45.8513431021,45.9453850366,45.984001439,45.9985085185,42.9402297908
 07/24  03:00:00,12.725,4.6,300,39.3527053397,44.2632082728,45.1772477834,45.4141031955,45.5069509046,45.5444171173,45.5591197423,42.0583095282
 07/24  04:00:00,12.3666666667,4.6,300,38.9431192054,43.8543910877,44.766390985,45.0015680487,45.0930619824,45.1297490573,45.1426754423,41.2490968329
 07/24  05:00:00,12.3166666667,4.1916666667,300,38.585434811,43.4943301701,44.4056410142,44.6381901938,44.7295443745,44.7644431732,44.7751433428,40.5360807446
 07/24  06:00:00,12.5166666667,3.55,305.8333333333,38.5884022406,43.4843343095,44.4033685458,44.6264909117,44.7258975324,44.7518307446,44.7666027434,40.3994383892
 07/24  07:00:00,12.7166666667,2.8916666667,310,39.1619496987,44.025316881,44.9710722701,45.1704539391,45.2965665617,45.2978163957,45.3325311554,41.2132019055
